Step,WaitingVehicles,QueueLength,AvgWaitTime,TotalVehicles,CumulativeThroughput,AvgSpeed,CurrentPhase
117,22,36,27.75862068965517,29,15,1.2650493466231691,6
118,22,36,27.533333333333335,30,15,1.1369919376328488,6
119,22,36,28.266666666666666,30,15,1.1446784377199821,6
120,23,38,29.033333333333335,30,15,1.270727684886224,6
121,24,40,29.8,30,16,0.9201019960277068,6
122,23,38,30.566666666666666,30,16,0.885503468366894,6
123,24,40,30.322580645161292,31,16,0.9650677520578277,6
124,23,38,31.06451612903226,31,16,1.1327302192360693,6
125,25,42,30.84375,32,16,1.253034511360013,6
126,24,40,31.59375,32,16,1.4136324637611364,6
127,24,40,32.34375,32,16,1.4650286444854146,6
128,25,42,33.09375,32,17,1.0205275545993664,6
129,24,40,33.84375,32,17,1.1021633824201515,6
130,25,42,34.625,32,17,1.0899688069175848,6
131,25,42,35.40625,32,17,1.0117602335584275,6
132,26,44,36.21875,32,17,0.9169848279465447,6
133,28,47,35.93939393939394,33,17,0.6592392870867142,6
134,28,47,36.78787878787879,33,17,0.6078071612599563,7
135,29,49,36.529411764705884,34,17,0.6664609887086973,7
136,29,49,37.38235294117647,34,17,0.7477504345762457,7
137,29,49,38.23529411764706,34,17,0.8436767300048252,7
138,29,49,39.088235294117645,34,17,0.9306514372315088,0
139,25,43,28.852941176470587,34,17,1.1121687946822083,0
140,21,37,20.294117647058822,34,17,1.2183526691358744,0
141,17,31,13.529411764705882,34,17,1.4408969022828706,0
142,15,28,12.117647058823529,34,17,1.6699884288127216,0
143,16,29,11.257142857142858,35,17,1.9017016010745218,0
144,16,28,12.058823529411764,34,18,1.906628152261104,0
145,16,28,11.714285714285714,35,18,2.1185231315533968,0
146,15,26,11.444444444444445,36,18,2.3153266636417102,0
147,15,26,11.86111111111111,36,18,2.6389935782052714,0
148,15,26,12.277777777777779,36,18,3.007847134768322,0
149,15,26,12.694444444444445,36,18,3.3420511650547833,0
150,16,28,12.756756756756756,37,18,3.5570541425947795,0
151,15,26,13.527777777777779,36,19,3.547379241776458,0
152,18,32,13.594594594594595,37,20,3.4294121092947636,0
153,16,28,14.416666666666666,36,21,3.574677507832094,0
154,18,32,14.486486486486486,37,21,3.7827767525122695,0
155,17,30,14.891891891891891,37,22,3.836660342134092,0
156,16,28,15.75,36,23,4.018719898184997,0
157,17,30,16.685714285714287,35,24,4.156718681808133,0
158,16,28,17.114285714285714,35,24,4.472196570005506,0
159,17,30,18.08823529411765,34,26,4.101139060582382,0
160,17,29,19.75,32,28,3.892730734646052,0
161,18,31,20.93548387096774,31,30,3.4247193746754805,0
162,18,31,22.96551724137931,29,33,2.4411189421052732,0
163,18,31,23.586206896551722,29,33,2.485371902212898,0
164,18,31,25.071428571428573,28,34,2.277060957565234,0
165,19,32,25.75,28,34,2.36456433115897,0
166,19,32,27.40740740740741,27,35,1.8793565228372708,0
167,20,34,27.107142857142858,28,35,1.7630215102126467,0
168,19,32,27.785714285714285,28,35,1.8240839432205633,0
169,20,33,28.5,28,35,1.9239641709142068,0
170,21,34,30.333333333333332,27,36,1.7348739332546796,0
171,22,36,30.0,28,36,1.793615152016613,0
172,21,34,31.88888888888889,27,37,1.4987493477096725,0
173,20,33,28.703703703703702,27,37,1.5420599168623101,0
174,19,32,28.96153846153846,26,38,1.1246919688025405,0
175,20,35,27.444444444444443,27,38,1.101258446502345,0
176,19,33,28.14814814814815,27,38,1.1345642386232262,0
177,19,33,28.85185185185185,27,38,1.1691141302641823,0
178,20,35,28.5,28,38,1.1706856313348746,0
179,20,34,29.214285714285715,28,38,1.1828299628711754,0
180,21,36,28.896551724137932,29,38,1.1158291325942762,0
181,22,38,29.655172413793103,29,38,1.0490646807273227,0
182,22,38,29.333333333333332,30,38,1.1106169565773107,0
183,22,38,30.066666666666666,30,38,1.3249216994650375,1
184,23,40,29.806451612903224,31,38,1.2970014729182135,1
185,22,38,30.516129032258064,31,38,1.1712595220095339,1
186,23,39,32.3,30,39,0.8590879715405845,1
187,23,39,33.06666666666667,30,39,0.9246914515165192,2
188,23,39,33.766666666666666,30,39,0.9081060278158546,2
189,24,40,34.56666666666667,30,39,0.9265473761252352,2
190,24,40,35.36666666666667,30,39,1.058715777156759,2
191,25,42,35.0,31,39,1.161451604267688,2
192,24,40,35.774193548387096,31,39,1.3114292248390753,2
193,25,42,35.40625,32,39,1.185295354419742,2
194,24,40,36.15625,32,39,1.254134127987874,2
195,25,41,36.9375,32,39,1.2532366504483325,2
196,26,43,36.57575757575758,33,39,1.200132503974273,2
197,26,42,37.36363636363637,33,39,1.1275652225405253,2
198,26,42,38.15151515151515,33,39,1.1138851972820887,2
199,27,44,38.93939393939394,33,40,0.9065251507350487,2
200,27,44,39.75757575757576,33,40,0.9962373355402244,2
201,27,44,40.57575757575758,33,40,1.1476338523263632,2
202,27,44,41.39393939393939,33,40,1.2106131451124575,2
203,28,46,40.970588235294116,34,40,1.1728779714089226,2
204,27,44,41.76470588235294,34,40,1.1788437990003846,2
205,28,46,42.588235294117645,34,40,1.1889638183423508,2
206,28,46,44.72727272727273,33,41,0.841685159294366,2
207,29,48,45.57575757575758,33,42,0.4825270562112625,2
208,29,48,46.45454545454545,33,42,0.5546708206863905,2
209,30,50,45.94117647058823,34,42,0.5158933888426429,2
210,29,48,46.794117647058826,34,42,0.34770666713628534,2
211,30,49,47.6764705882353,34,42,0.279079092575478,2
212,30,49,48.55882352941177,34,42,0.3409684292678024,2
213,31,51,49.470588235294116,34,42,0.3948152031020231,2
214,32,53,48.94285714285714,35,42,0.45453404120674784,2
215,31,51,49.82857142857143,35,42,0.5318635364840555,2
216,31,51,50.714285714285715,35,42,0.6065780633606512,2
217,31,51,51.6,35,42,0.5718792926940117,3
218,32,53,51.02777777777778,36,42,0.48881846278746593,3
219,32,53,51.916666666666664,36,42,0.44033839065928465,3
220,32,53,52.80555555555556,36,42,0.3729259721501454,3
221,32,53,53.69444444444444,36,42,0.3759004723095768,4
222,32,53,46.7027027027027,37,42,0.483930443242213,4
223,29,47,41.4054054054054,37,42,0.6056839781281121,4
224,27,43,36.432432432432435,37,42,0.7079824957145734,4
225,26,40,31.7027027027027,37,42,0.8781533819739601,4
226,24,36,28.89189189189189,37,42,1.02021496515142,4
227,23,34,25.526315789473685,38,42,1.141101810617188,4
228,21,29,23.55263157894737,38,42,1.290872820498792,4
229,21,29,21.487179487179485,39,42,1.5317895867491078,4
230,20,27,22.0,39,42,1.8478653261420628,4
231,19,25,20.743589743589745,39,42,2.2232816024610917,4
232,20,27,20.7,40,42,2.485762041701539,4
233,19,25,21.175,40,42,2.8087666125540682,4
234,19,25,21.65,40,42,3.0991372296047013,4
235,21,29,22.125,40,44,2.7669198015063334,4
236,19,25,22.6,40,44,2.950174604627919,4
237,20,27,22.51219512195122,41,44,3.0907906772812392,4
238,20,27,22.975609756097562,41,45,3.0342196427750707,4
239,20,26,23.463414634146343,41,45,3.272499673205737,4
240,21,28,23.38095238095238,42,45,3.331368083166287,4
241,22,30,23.302325581395348,43,46,3.111861453418604,4
242,21,27,24.951219512195124,41,48,2.8698566941568986,4
243,22,29,26.125,40,49,2.981261117665439,4
244,23,31,26.024390243902438,41,49,3.1786894181399066,4
245,22,29,27.225,40,50,3.193880624066072,4
246,22,29,28.487179487179485,39,51,3.187105769699605,4
247,22,29,29.81578947368421,38,52,2.9262304792602416,4
248,23,31,29.615384615384617,39,52,2.824101387686496,4
249,24,32,31.864864864864863,37,54,2.3380356554723662,4
250,25,33,33.44444444444444,36,55,2.0944607285234267,4
251,26,35,34.138888888888886,36,56,1.8680339429575537,4
252,27,36,33.91891891891892,37,56,1.9172886871572983,4
253,26,34,34.62162162162162,37,56,1.8288119966671497,4
254,26,34,35.32432432432432,37,56,1.7895047395464283,4
255,29,40,35.13157894736842,38,56,1.7353806845266522,4
256,26,36,30.81578947368421,38,56,1.8200077596364903,4
257,25,35,27.83783783783784,37,57,1.702075028763338,4
258,23,33,24.75,36,58,1.5775585723884071,4
259,22,33,21.055555555555557,36,59,1.310898306147658,4
260,21,32,17.72972972972973,37,59,1.4360582961823756,4
261,19,30,17.405405405405407,37,60,1.3691504200107387,4
262,17,27,17.594594594594593,37,60,1.6960164165758336,4
263,18,29,18.08108108108108,37,60,1.7907731996727299,4
264,18,29,18.026315789473685,38,60,1.7776174609782245,4
265,19,31,18.025641025641026,39,60,1.7860518502336329,4
266,18,29,18.487179487179485,39,60,2.0681087294248774,5
267,19,30,18.974358974358974,39,60,2.2906953749868957,5
268,19,30,19.46153846153846,39,60,2.2597447090352274,5
269,22,35,19.0,41,60,2.0860791599727504,5
270,23,35,19.5609756097561,41,60,2.207775638574019,6
271,21,33,20.0,41,60,2.3415241626416754,6
272,20,32,20.95,40,61,2.2233730768992688,6
273,23,38,20.951219512195124,41,62,1.9953787387042772,6
274,21,34,21.463414634146343,41,62,2.187301205668269,6
275,21,34,22.525,40,63,2.072096667114068,6
276,22,36,23.641025641025642,39,65,1.6410264966493917,6
277,22,36,23.575,40,65,1.820306889970628,6
278,22,36,24.743589743589745,39,66,1.6151434341476287,6
279,23,38,24.675,40,66,1.5459349687992863,6
280,22,36,25.225,40,66,1.5516541800688224,6
281,23,38,25.8,40,66,1.7928719728441358,6
282,24,40,26.4,40,66,1.9968116778324014,6
283,26,44,26.365853658536587,41,66,2.180652937106735,6
284,25,42,26.975609756097562,41,66,2.4698690715711527,6
285,25,42,27.585365853658537,41,66,2.6980979807765104,6
286,25,42,28.195121951219512,41,66,2.840499010610716,6
287,25,42,29.525,40,67,2.755388421083491,6
288,26,44,30.175,40,67,3.007868013026374,6
289,26,44,32.44736842105263,38,69,2.72812344941156,6
290,27,46,32.282051282051285,39,69,2.5336052536830898,6
291,26,44,33.81578947368421,38,70,2.1924743886363545,6
292,28,48,34.55263157894737,38,70,2.2194599910712656,6
293,30,51,35.31578947368421,38,71,1.9887527136288494,6
294,29,49,37.054054054054056,37,72,1.7399468699687028,6
295,29,49,38.888888888888886,36,73,1.4619566746192834,6
296,29,49,39.69444444444444,36,73,1.5691110921543208,6
297,30,50,41.68571428571428,35,74,1.3096765622805846,6
298,31,52,41.361111111111114,36,74,1.3249163815511957,6
299,30,50,44.6764705882353,34,76,0.7279026131256979,6
300,30,50,46.93939393939394,33,77,0.44041860852473813,7
301,30,50,47.84848484848485,33,77,0.5185370776329584,7
302,30,50,48.75757575757576,33,77,0.5560147217054624,7
303,31,52,48.205882352941174,34,77,0.41781859720500725,7
304,31,51,49.11764705882353,34,77,0.22651315125596894,0
305,27,45,37.3235294117647,34,77,0.28318700147641873,0
306,25,43,26.914285714285715,35,77,0.4577521949325107,0
307,20,35,19.114285714285714,35,77,0.6975978830621268,0
308,16,29,13.6,35,77,1.0041581549834204,0
309,14,26,12.142857142857142,35,77,1.3479902812114342,0
310,13,24,10.38888888888889,36,77,1.7026568206564183,0
311,12,22,9.378378378378379,37,77,2.0975794388844733,0
312,12,21,8.526315789473685,38,77,2.453896020376517,0
313,10,18,8.763157894736842,38,77,2.7457618417388647,0
314,10,18,9.026315789473685,38,77,3.0226632386744154,0
315,11,20,9.051282051282051,39,77,3.223272214447797,0
316,13,23,9.125,40,77,3.4010667599417017,0
317,12,21,9.425,40,77,3.665026042664313,0
318,12,21,9.974358974358974,39,78,3.755257263538274,0
319,14,25,10.05,40,78,3.957396292794981,0
320,15,27,10.146341463414634,41,78,4.178289863600103,0
321,15,27,10.487804878048781,41,79,4.264246537507834,0
322,14,25,11.1,40,80,4.535601814440459,0
323,15,27,11.743589743589743,39,82,4.411932365860457,0
324,15,27,11.8,40,82,4.604583254855328,0
325,15,27,12.789473684210526,38,85,4.20035904455195,0
326,14,25,13.157894736842104,38,85,4.485402514734885,0
327,15,27,14.714285714285714,35,88,4.118975883753457,0
328,16,29,14.722222222222221,36,88,4.264865064411491,0
329,15,27,16.515151515151516,33,91,3.6650621173451783,0
330,17,30,17.5625,32,92,3.5818220412745068,0
331,17,30,18.677419354838708,31,93,3.473812644036954,0
332,19,34,19.225806451612904,31,95,2.7922135424174805,0
333,17,30,20.433333333333334,30,96,2.7290653724414393,0
334,18,31,21.033333333333335,30,96,2.9722721206547997,0
335,19,33,21.633333333333333,30,97,2.584075274322997,0
336,19,33,21.516129032258064,31,97,2.368492247114345,0
337,19,33,21.40625,32,97,2.1295325806802,0
338,19,32,22.0,32,97,2.2284376607229186,0
339,19,33,18.5625,32,98,1.9650987406139249,0
340,18,32,19.419354838709676,31,99,2.0121914554425055,0
341,19,35,18.545454545454547,33,99,2.162748120969517,0
342,18,33,18.5,34,99,2.3811402305246174,0
343,17,31,19.575757575757574,33,100,2.26082218004758,0
344,17,31,20.09090909090909,33,100,2.32014974095937,0
345,19,35,20.636363636363637,33,101,2.0637058406024877,0
346,20,37,20.58823529411765,34,101,2.0260759762794485,0
347,20,37,20.542857142857144,35,101,1.7611957387844823,0
348,21,38,21.142857142857142,35,101,1.5947960867310653,0
349,21,38,21.742857142857144,35,101,1.5283618388163644,1
350,23,42,22.4,35,101,1.724146439882647,1
351,24,43,23.085714285714285,35,101,1.938474313546863,1
352,26,47,23.13888888888889,36,101,1.987368374644278,1
353,25,45,23.833333333333332,36,101,2.053212190979794,2
354,26,47,24.555555555555557,36,101,2.0433039721981676,2
355,26,47,26.0,35,102,1.711184633562618,2
356,27,48,27.558823529411764,34,103,1.3215692792722422,2
357,28,50,27.542857142857144,35,103,1.2701005832000882,2
358,29,51,28.37142857142857,35,103,1.2657634973862608,2
359,29,51,30.058823529411764,34,104,0.9418013384099223,2
360,29,51,30.91176470588235,34,104,0.8901876836302934,2
361,31,55,30.857142857142858,35,105,0.48369970788512606,2
362,31,55,31.742857142857144,35,105,0.4228372938511676,2
363,31,55,32.6,35,105,0.46350246527521954,2
364,32,57,32.55555555555556,36,105,0.37110191943464393,2
365,31,55,33.416666666666664,36,105,0.464027937118101,2
366,32,57,34.30555555555556,36,105,0.5595376924385326,2
367,32,57,35.19444444444444,36,105,0.6224620935970973,2
368,33,59,35.108108108108105,37,105,0.611373578738605,2
369,33,59,36.0,37,105,0.7134621571436238,2
370,33,59,36.891891891891895,37,105,0.7698981618029477,2
371,34,61,37.78378378378378,37,106,0.4758053904526635,2
372,33,59,38.67567567567568,37,106,0.5604447091917552,2
373,34,61,39.5945945945946,37,106,0.6190125075895994,2
374,34,61,40.513513513513516,37,106,0.5988345711557793,2
375,35,63,40.3421052631579,38,106,0.5312125055238945,2
376,34,61,41.23684210526316,38,106,0.45541190228359285,2
377,34,61,42.13157894736842,38,106,0.49631223935868674,2
378,36,65,41.94871794871795,39,106,0.5111776075281071,2
379,35,63,42.84615384615385,39,106,0.5785605477862573,2
380,35,63,43.743589743589745,39,106,0.6068590004545864,2
381,35,63,44.64102564102564,39,106,0.5689629625628724,2
382,35,63,45.53846153846154,39,106,0.5293026208804676,2
383,37,66,45.3,40,106,0.5533645195396832,3
384,36,64,46.2,40,106,0.6071710765401729,3
385,36,64,48.30769230769231,39,107,0.27538187643749196,3
386,36,64,49.23076923076923,39,107,0.3113647873489164,3
387,36,64,50.15384615384615,39,107,0.3621321736424377,4
388,34,60,44.58974358974359,39,107,0.43599275006458926,4
389,32,56,39.8974358974359,39,107,0.5307252035307684,4
390,30,52,35.30769230769231,39,107,0.6589821909953805,4
391,28,48,31.564102564102566,39,107,0.7604585239966396,4
392,26,44,28.17948717948718,39,107,0.8196116662496082,4
393,24,40,26.0,39,107,0.8746526818054482,4
394,24,39,24.897435897435898,39,107,0.9041032184054847,4
395,22,35,22.974358974358974,39,107,1.0155160133028416,4
396,21,32,21.46153846153846,39,107,1.210854608722334,4
397,19,28,20.025641025641026,39,107,1.4772112828737276,4
398,19,28,20.512820512820515,39,107,1.7650467235711813,4
399,18,26,20.307692307692307,39,107,2.0056473579773035,4
400,19,28,20.25,40,107,2.126354110718265,4
401,21,32,19.738095238095237,42,107,2.255637276733827,4
402,19,28,20.19047619047619,42,107,2.584455545159974,4
403,19,28,20.642857142857142,42,107,2.90584805928828,4
404,20,30,20.6046511627907,43,107,3.165329639578553,4
405,19,28,21.547619047619047,42,108,3.307419209676212,4
406,19,28,22.536585365853657,41,109,3.425335848852457,4
407,19,28,23.575,40,110,3.543091937975491,4
408,20,30,23.463414634146343,41,110,3.786930204670294,4
409,21,32,22.813953488372093,43,110,3.9818457096835496,4
410,19,28,24.390243902439025,41,112,3.977867157608419,4
411,19,28,24.853658536585368,41,112,4.29167481123139,4
412,21,32,24.714285714285715,42,113,4.096537367332589,4
413,20,30,26.45,40,115,3.9275332365174678,4
414,20,30,26.9,40,116,3.7742202345437454,4
415,19,28,28.81578947368421,38,118,3.4706008194921063,4
416,21,31,28.58974358974359,39,118,3.538967991688353,4
417,21,30,29.894736842105264,38,119,3.5281687669142268,4
418,23,34,30.44736842105263,38,121,3.113400887121278,4
419,21,30,31.0,38,121,3.246221219894896,4
420,23,34,30.743589743589745,39,122,2.970854344604436,4
421,23,33,31.307692307692307,39,123,2.712916198790533,4
422,22,32,29.102564102564102,39,124,2.47604546836289,4
423,20,29,28.18421052631579,38,125,2.4499491415173105,4
424,21,31,26.92105263157895,38,126,2.0556363964839592,4
425,20,30,27.394736842105264,38,127,1.7340068354036824,4
426,20,30,27.17948717948718,39,127,1.8736105686467663,4
427,22,34,27.0,40,128,1.6514217730313807,4
428,21,32,26.829268292682926,41,128,1.7928955958963386,4
429,20,30,27.317073170731707,41,128,1.876076233371022,4
430,20,30,27.804878048780488,41,128,2.052137662351804,4
431,25,38,27.714285714285715,42,128,2.248187301098855,4
432,24,37,27.58139534883721,43,128,2.3622811669436454,5
433,25,39,26.866666666666667,45,128,2.386231971737982,5
434,24,36,27.4,45,128,2.438596558309089,5
435,26,39,27.977777777777778,45,128,2.3192882480152073,5
436,26,39,28.533333333333335,45,128,2.303854431755986,6
437,30,47,27.914893617021278,47,128,2.246396495114484,6
438,30,47,28.53191489361702,47,129,1.8999083929057206,6
439,31,48,29.82608695652174,46,130,1.6036226613330553,6
440,33,51,31.22222222222222,45,131,1.3795775634095468,6
441,34,53,32.70454545454545,44,132,1.1829773674241564,6
442,35,55,33.47727272727273,44,133,1.02437904046548,6
443,35,55,33.48888888888889,45,133,1.1610698238784607,6
444,35,55,33.5,46,133,1.2096045193871292,6
445,34,53,34.23913043478261,46,133,1.2621491303560122,6
446,36,56,34.255319148936174,47,133,1.3294084812539637,6
447,36,56,34.270833333333336,48,133,1.335794920997406,6
448,36,56,34.285714285714285,49,133,1.3209710950487186,6
449,37,57,34.32,50,133,1.3841098916083745,6
450,37,56,35.775510204081634,49,134,1.2953396651239084,6
451,37,56,36.53061224489796,49,134,1.3537216237774334,6
452,37,56,37.285714285714285,49,134,1.3585209750453204,6
453,37,56,38.04081632653061,49,134,1.4341756035331514,6
454,39,60,38.04,50,134,1.5424285058596094,6
455,40,62,38.05882352941177,51,134,1.6026325292628991,6
456,39,60,39.6,50,135,1.4234200335124982,6
457,40,62,40.4,50,135,1.4646961671747636,6
458,41,64,40.3921568627451,51,135,1.4111885818830134,6
459,42,66,40.40384615384615,52,135,1.3188914408078034,6
460,42,65,42.01960784313726,51,136,1.09833887927235,6
461,42,65,42.84313725490196,51,136,1.1595666102407725,6
462,43,67,42.82692307692308,52,136,1.212856408734487,6
463,42,65,43.63461538461539,52,136,1.300539903193002,6
464,43,67,43.60377358490566,53,136,1.3032997222443408,6
465,42,65,44.39622641509434,53,136,1.3809600598780476,6
466,43,67,46.07692307692308,52,137,1.2739340692534875,7
467,43,67,46.90384615384615,52,137,1.2938193052054399,7
468,43,67,49.64,50,139,0.8336258562806966,7
469,44,69,50.52,50,139,0.7470843422680279,7
470,46,73,52.46938775510204,49,141,0.19152499454431704,0
471,42,67,42.97959183673469,49,141,0.21517799741993993,0
472,40,65,33.2,50,141,0.3504519430164306,0
473,35,57,26.28,50,141,0.5095360825581944,0
474,32,53,20.7,50,141,0.681734714535952,0
475,30,49,19.14,50,141,0.8118385340464478,0
476,30,49,17.653846153846153,52,141,0.9825585683957283,0
477,27,43,17.365384615384617,52,141,1.2706439287021942,0
478,25,39,16.923076923076923,52,141,1.5445863017458672,0
479,25,39,17.403846153846153,52,141,1.883753215762884,0
480,25,39,17.884615384615383,52,141,2.232749529988741,0
481,25,39,18.365384615384617,52,141,2.468255261057246,0
482,28,45,18.166666666666668,54,141,2.6045623771659243,0
483,26,41,18.64814814814815,54,141,2.8307300845150842,0
484,27,43,19.12962962962963,54,142,2.83737953769501,0
485,27,43,19.62962962962963,54,142,3.1111587301567205,0
486,27,43,20.12962962962963,54,142,3.408471649785221,0
487,28,45,21.862745098039216,51,145,3.196580382772075,0
488,29,47,22.41176470588235,51,146,3.243627862332443,0
489,28,45,23.897959183673468,49,148,3.0324724979664857,0
490,29,47,23.98,50,148,3.2054910974014508,0
491,28,45,25.040816326530614,49,149,3.252039935080358,0
492,28,45,27.282608695652176,46,152,2.8382064923930908,0
493,28,45,27.891304347826086,46,152,2.9072035134686955,0
494,28,45,29.795454545454547,44,154,2.5864180263398073,0
495,30,48,31.162790697674417,43,156,2.2326512080496865,0
496,29,46,31.837209302325583,43,156,2.3837428679132953,0
497,29,46,34.09756097560975,41,158,2.090564619130698,0
498,29,46,34.80487804878049,41,158,2.223136506840735,0
499,29,46,35.51219512195122,41,158,2.390189565946828,0
