Step,WaitingVehicles,QueueLength,AvgWaitTime,TotalVehicles,CumulativeThroughput,AvgSpeed
125,18,29,17.655172413793103,29,19,2.714530886275708
126,21,34,17.129032258064516,31,19,2.67998675997744
127,20,32,17.741935483870968,31,20,2.472714259293517
128,19,30,19.620689655172413,29,22,2.0973785857166978
129,19,30,20.275862068965516,29,22,2.174849071351989
130,20,31,22.51851851851852,27,24,1.6493017459850805
131,21,33,22.428571428571427,28,24,1.7548400529864896
132,20,31,24.0,27,25,1.5068245221357144
133,20,31,24.74074074074074,27,25,1.6617319956902576
134,20,31,25.48148148148148,27,25,1.580933934112789
135,21,33,25.285714285714285,28,25,1.38154327889625
136,21,33,26.035714285714285,28,25,1.5208091251351707
137,18,29,15.793103448275861,29,25,1.7168501784599437
138,16,24,13.689655172413794,29,25,1.8845590423232863
139,14,20,12.642857142857142,28,26,1.606695517956535
140,15,22,11.551724137931034,29,26,1.7141022751138075
141,14,20,12.03448275862069,29,26,1.82319553919563
142,14,20,12.517241379310345,29,26,1.8222000625282435
143,14,20,13.0,29,26,1.9491478328253176
144,16,23,13.066666666666666,30,26,2.1178078199001624
145,15,21,13.566666666666666,30,26,2.3975072714219996
146,16,22,14.1,30,26,2.7706919644596266
147,17,24,14.161290322580646,31,26,3.0065422163463933
148,16,22,14.67741935483871,31,26,3.373399217898885
149,16,22,15.193548387096774,31,26,3.6806418354142054
150,16,22,15.709677419354838,31,26,4.014311708660836
151,17,24,16.766666666666666,30,28,3.5299613817155007
152,16,22,17.3,30,28,3.6557461544627796
153,17,24,17.833333333333332,30,29,3.4242425881406646
154,16,22,19.678571428571427,28,31,2.931431243986881
155,18,26,21.037037037037038,27,33,2.179647061202568
156,17,24,22.5,26,34,1.83267151857401
157,19,28,21.5,28,34,1.7820040306403822
158,17,24,22.925925925925927,27,35,1.6300224094446174
159,18,26,23.59259259259259,27,35,1.6467423278566626
160,18,26,25.192307692307693,26,36,1.416590514166762
161,19,28,25.923076923076923,26,36,1.5745584008852798
162,19,28,26.653846153846153,26,36,1.6900207605941548
163,21,32,25.428571428571427,28,36,1.746585932974774
164,19,28,27.074074074074073,27,37,1.6608670956146971
165,19,28,27.77777777777778,27,37,1.7137748604857717
166,19,28,29.576923076923077,26,38,1.3478158855301052
167,20,30,30.346153846153847,26,38,1.3492994801716733
168,20,30,31.115384615384617,26,38,1.4780389545064738
169,22,34,30.74074074074074,27,38,1.48398042466092
170,24,38,28.366666666666667,30,38,1.2841471970554856
171,19,30,23.0,30,38,1.3145076937147084
172,17,28,20.133333333333333,30,38,1.4602454322679932
173,16,28,18.379310344827587,29,39,1.1672225772035754
174,17,31,16.6,30,39,1.2814619488176542
175,16,30,15.096774193548388,31,39,1.403059906101233
176,15,29,14.548387096774194,31,39,1.7015069298315855
177,14,28,14.0,31,39,1.8719529733141826
178,14,28,14.451612903225806,31,39,2.046402204439625
179,15,30,14.935483870967742,31,39,2.270014368972238
180,15,30,15.419354838709678,31,39,2.479878940845699
181,17,34,14.93939393939394,33,39,2.3642675643550537
182,16,32,14.941176470588236,34,39,2.423923681022932
183,16,31,15.411764705882353,34,39,2.4486679812132777
184,17,33,15.911764705882353,34,39,2.5190622741409827
185,17,33,16.41176470588235,34,39,2.697257994859445
186,19,37,16.457142857142856,35,39,2.7421419456090144
187,19,36,18.03030303030303,33,41,2.4176380270748745
188,18,35,18.545454545454547,33,41,2.5765566192432523
189,18,35,19.09090909090909,33,41,2.676096602502524
190,18,35,19.636363636363637,33,41,2.8135029813868186
191,18,35,20.8125,32,42,2.451450612236677
192,22,42,20.176470588235293,34,42,2.3211832909810646
193,21,39,21.424242424242426,33,43,2.2162537229605928
194,21,39,22.060606060606062,33,43,2.4400002440424844
195,21,39,22.696969696969695,33,43,2.6271846832326378
196,21,39,24.838709677419356,31,45,2.285144543869417
197,21,39,25.516129032258064,31,45,2.474231868788429
198,22,41,25.375,32,45,2.601616997378891
199,22,41,26.03125,32,46,2.4536140193789833
200,21,39,26.6875,32,46,2.5203199483571685
201,21,39,28.225806451612904,31,47,2.2580315681944283
202,21,39,28.903225806451612,31,47,2.2650245946979153
203,24,44,27.818181818181817,33,47,2.1222529612468515
204,22,40,29.375,32,48,1.9167072722477416
205,21,38,23.303030303030305,33,48,2.0379894250983996
206,20,36,18.90625,32,50,1.516376437046949
207,17,30,15.125,32,50,1.580738244868247
208,16,28,12.903225806451612,31,51,1.3594123979478396
209,17,30,11.6875,32,51,1.5602909542590282
210,14,24,9.548387096774194,31,52,1.466018543455313
211,13,22,8.838709677419354,31,52,1.6036641898176103
212,12,20,7.25,32,52,1.6844179140832014
213,10,16,7.40625,32,52,2.0517208522805648
214,12,20,7.515151515151516,33,52,2.3928311458613627
215,11,18,7.848484848484849,33,52,2.8106812625004456
216,11,18,8.181818181818182,33,52,3.250033505193842
217,12,20,8.264705882352942,34,52,3.5504792358041994
218,11,18,8.588235294117647,34,52,3.8281526178294714
219,11,18,8.911764705882353,34,52,4.091247369645146
220,11,18,9.235294117647058,34,52,4.451978752084793
221,13,21,9.588235294117647,34,53,4.396905672335389
222,13,21,9.970588235294118,34,53,4.700554295210066
223,13,21,11.0,32,55,4.630594440363684
224,14,23,11.40625,32,56,4.4807404841906955
225,13,21,12.193548387096774,31,57,4.51834511098255
226,14,22,13.066666666666666,30,58,4.474092031375358
227,14,22,14.0,29,59,4.358550214367555
228,14,22,15.555555555555555,27,61,3.8346625935278973
229,17,27,15.0,29,61,3.6746969730743873
230,16,24,15.551724137931034,29,61,3.7630530945029945
231,16,24,17.296296296296298,27,63,3.1738420319261533
232,16,24,17.88888888888889,27,63,3.299224697200472
233,17,25,19.23076923076923,26,64,3.0770510148677634
234,18,27,19.884615384615383,26,65,2.7613505090008843
235,17,25,22.25,24,67,2.0671587967962504
236,17,25,22.958333333333332,24,67,1.9696726743605864
237,18,27,23.666666666666668,24,68,1.253109652974184
238,18,26,25.47826086956522,23,69,0.7785046914974384
239,18,27,24.26086956521739,23,69,0.9819982222687245
240,19,29,24.0,24,69,1.1259305652240017
241,18,27,24.75,24,69,1.3142601647227135
242,18,27,25.5,24,69,1.4954201482993084
243,19,29,25.2,25,69,1.4583626218573378
244,18,27,25.92,25,69,1.4019921698943694
245,18,27,26.64,25,69,1.3257834055096815
246,21,33,25.37037037037037,27,69,1.1693964307601201
247,19,29,26.074074074074073,27,69,1.1291328486963519
248,20,30,26.814814814814813,27,69,1.0845629444837672
249,22,34,25.655172413793103,29,69,1.1204711214233631
250,21,32,26.379310344827587,29,69,1.2855811635101309
251,22,34,26.2,30,69,1.3977379920588509
252,22,33,26.933333333333334,30,69,1.4713072051830465
253,22,33,28.620689655172413,29,70,1.1790650699294878
254,22,33,29.379310344827587,29,70,1.2723368141620843
255,23,36,28.06451612903226,31,70,1.0752087992108366
256,22,34,28.774193548387096,31,70,1.1052301804414824
257,22,34,30.466666666666665,30,71,0.8429989011947925
258,24,38,30.225806451612904,31,71,0.9062193047660082
259,23,36,30.967741935483872,31,71,1.0370651235337
260,24,38,30.71875,32,71,1.1745199778608078
261,23,36,31.4375,32,71,1.2306406240223708
262,24,38,31.181818181818183,33,71,1.2760322256468775
263,24,37,31.90909090909091,33,71,1.4460363358968364
264,24,37,32.63636363636363,33,71,1.6227042440886907
265,24,37,33.36363636363637,33,71,1.500179396444235
266,26,39,34.15151515151515,33,71,1.2629468513651627
267,27,42,33.88235294117647,34,71,1.1501456367075473
268,26,40,35.696969696969695,33,72,0.8717953988371513
269,29,45,35.470588235294116,34,72,0.8099238331946081
270,28,42,36.294117647058826,34,72,0.6892342580713641
271,28,42,37.05882352941177,34,72,0.5713461068826807
272,29,44,36.8,35,72,0.5053421040113166
273,26,39,26.5,36,72,0.4589688842097698
274,21,31,19.13888888888889,36,72,0.48486489971205504
275,19,27,14.5,36,72,0.7666935643064651
276,17,23,11.75,36,72,1.0809382386145787
277,16,21,10.54054054054054,37,72,1.378047446699198
278,15,18,10.18918918918919,37,72,1.717999036885854
279,13,15,9.891891891891891,37,72,2.144390188966225
280,14,17,9.973684210526315,38,72,2.43118715530458
281,13,15,10.31578947368421,38,72,2.795524721103807
282,13,15,10.657894736842104,38,72,3.1303741797995968
283,13,15,11.0,38,72,3.5155426741568148
284,15,18,11.076923076923077,39,72,3.693064611719839
285,15,18,11.15,40,72,3.8765660586864703
286,16,19,11.24390243902439,41,72,4.221253895353316
287,15,17,11.9,40,73,4.2818349098060375
288,16,19,12.275,40,74,4.190672439034792
289,17,20,13.025641025641026,39,75,4.314308444912488
290,17,20,14.18918918918919,37,77,4.120012704377459
291,17,20,15.485714285714286,35,79,3.8418677314781737
292,19,24,16.0,35,80,3.5605719863382337
293,19,24,17.0,34,82,3.1132094105386345
294,18,22,17.529411764705884,34,82,3.2982016202185394
295,19,24,19.21875,32,84,2.9822587275355987
296,20,26,20.451612903225808,31,86,2.5575713888528053
297,19,24,21.06451612903226,31,86,2.8243114043415702
298,19,24,22.4,30,87,2.651364405282424
299,19,24,23.82758620689655,29,88,2.154748679899872
300,22,29,24.551724137931036,29,89,1.5924284576934769
301,21,27,25.275862068965516,29,89,1.7466692466938583
302,23,31,24.322580645161292,31,89,1.7878722585683962
303,21,27,25.833333333333332,30,90,1.513230164780445
304,21,27,26.533333333333335,30,90,1.6333661015424612
305,21,27,28.17241379310345,29,91,1.2142738391561487
306,22,29,28.93103448275862,29,91,1.1380165423370727
307,21,29,23.166666666666668,30,91,1.2470116419605695
308,19,26,18.733333333333334,30,91,1.291850156672161
309,18,26,15.129032258064516,31,91,1.2931333932871056
310,16,24,13.290322580645162,31,91,1.318893206673275
311,15,24,11.516129032258064,31,91,1.3855410860358204
312,15,25,11.633333333333333,30,92,1.2042349407491852
313,16,27,11.741935483870968,31,92,1.3772495185432534
314,16,27,11.84375,32,92,1.51413060654783
315,15,25,12.3125,32,92,1.701840521419067
316,16,27,12.393939393939394,33,92,1.9029941375548909
317,16,27,12.878787878787879,33,92,2.18664207791354
318,16,27,13.363636363636363,33,92,2.4525871342844767
319,16,27,13.848484848484848,33,92,2.706957736648946
320,17,29,13.911764705882353,34,92,2.774011207801306
321,17,28,14.411764705882353,34,92,2.985218539790006
322,17,28,14.911764705882353,34,92,3.1305946375087506
323,18,30,15.411764705882353,34,93,2.8179021959714925
324,19,32,15.941176470588236,34,94,2.5118223237237536
325,18,30,16.96969696969697,33,95,2.3459583074653008
326,19,32,17.545454545454547,33,95,2.6027873688160144
327,19,32,18.6875,32,96,2.3645170771203423
328,21,36,18.727272727272727,33,96,2.3470775444341196
329,20,34,19.333333333333332,33,96,2.459520703902915
330,21,36,19.96969696969697,33,96,2.592216009404637
331,21,36,21.25,32,97,2.418838496245309
332,22,38,21.242424242424242,33,97,2.504927927080222
333,22,38,21.90909090909091,33,97,2.667860980855863
334,22,38,23.28125,32,98,2.543012257301723
335,23,40,23.96875,32,99,2.3671052938232138
336,24,42,23.205882352941178,34,99,2.4140113981750764
337,23,40,25.375,32,101,2.0925606612007943
338,22,38,26.03125,32,101,2.0149526857106164
339,23,40,26.71875,32,102,1.7201688661844652
340,22,38,28.29032258064516,31,103,1.5070368856667538
341,22,37,24.225806451612904,31,104,1.1645347974735363
342,19,31,21.2,30,105,0.8920680968317064
343,17,27,18.733333333333334,30,105,1.121712174292203
344,16,24,17.233333333333334,30,105,1.282599962660586
345,14,20,16.033333333333335,30,105,1.4996132454745328
346,16,23,16.0,31,105,1.7417460672682323
347,14,19,15.903225806451612,31,105,1.8851630872729184
348,14,19,15.34375,32,105,1.9627000795350154
349,13,17,15.75,32,105,2.17391834537338
350,13,17,16.15625,32,105,2.4115768312351378
351,14,18,16.59375,32,105,2.416988901446535
352,15,20,16.515151515151516,33,105,2.3673395322692654
353,15,19,16.96969696969697,33,105,2.5874500235665043
354,16,20,17.454545454545453,33,105,2.8780867147668756
355,16,20,17.939393939393938,33,105,2.969280395599226
356,16,20,18.424242424242426,33,105,3.0860546970371288
357,17,22,19.53125,32,106,2.9879265107556403
358,17,22,20.0625,32,106,3.225079936568979
359,18,24,19.96969696969697,33,106,3.3590150939346857
360,17,22,21.806451612903224,31,108,3.0725139317588206
361,18,24,23.1,30,110,2.6278506955358254
362,17,22,23.666666666666668,30,110,2.758130200691361
363,17,22,24.233333333333334,30,110,2.8696835373480405
364,17,22,25.655172413793103,29,111,2.6778501559138177
365,19,25,25.4,30,111,2.772413276261892
366,18,23,26.896551724137932,29,112,2.6844712489088005
367,19,25,26.6,30,112,2.751220297907765
368,18,23,27.2,30,112,2.8842337502100817
369,18,23,27.8,30,112,3.0978465220187346
370,20,26,28.433333333333334,30,113,2.820138598291882
371,19,24,30.06896551724138,29,114,2.777150964546442
372,19,24,30.724137931034484,29,114,2.9841255730651755
373,20,26,32.5,28,116,2.2798715384110952
374,20,26,33.17857142857143,28,117,1.730172381507445
375,17,22,28.40740740740741,27,118,1.2793703879257303
376,17,22,26.192307692307693,26,119,0.8573062289977464
377,18,24,22.96153846153846,26,119,0.9269414340766763
378,18,25,20.14814814814815,27,119,1.106121522225591
379,16,22,18.59259259259259,27,119,1.235896122089582
380,16,22,19.185185185185187,27,119,1.304556281837503
381,15,21,18.444444444444443,27,119,1.2700412516690722
382,16,24,18.107142857142858,28,119,1.1326261777639888
383,15,22,18.642857142857142,28,119,1.2414165239658523
384,15,22,19.178571428571427,28,119,1.2573294778684907
385,17,25,19.06896551724138,29,119,1.2956464880783567
386,16,23,19.620689655172413,29,119,1.4956054662534006
387,17,24,20.20689655172414,29,119,1.6912432326690523
388,18,26,20.1,30,119,1.8334013573947805
389,17,24,20.666666666666668,30,119,2.0236320504243923
390,18,26,20.548387096774192,31,119,2.1427690719744574
391,17,24,21.096774193548388,31,119,2.354724992357478
392,17,24,22.366666666666667,30,120,2.1642104814543695
393,17,24,22.933333333333334,30,120,2.2377317067494853
394,18,25,23.533333333333335,30,120,2.393276414881586
395,20,29,22.625,32,120,2.461663666175752
396,19,27,22.484848484848484,33,120,2.5295227337220507
397,18,25,23.03030303030303,33,120,2.6658021820937483
398,19,27,24.34375,32,121,2.6340079437378403
399,19,27,24.9375,32,121,2.745104566744044
400,20,29,25.53125,32,122,2.521092198029276
401,20,29,26.15625,32,122,2.681628679295412
402,21,31,26.78125,32,123,2.3413307164762593
403,21,31,26.575757575757574,33,123,2.3529474029128807
404,21,31,28.0625,32,124,2.183986523553405
405,21,31,28.71875,32,124,2.4445477031941856
406,22,33,29.375,32,125,2.324892750274494
407,21,31,30.03125,32,125,2.516687934282261
408,21,31,31.677419354838708,31,126,2.2506788951994796
409,17,25,22.193548387096776,31,126,2.4003216717679208
410,15,22,13.096774193548388,31,127,2.207403249697106
411,11,16,9.1875,32,127,2.1517555360622826
412,8,12,8.53125,32,127,2.1803988233553704
413,10,15,9.433333333333334,30,129,1.766782356843777
414,10,15,9.766666666666667,30,129,1.964993043764389
415,12,19,9.806451612903226,31,129,2.054325622306734
416,12,19,10.193548387096774,31,129,2.2632806293392838
417,13,20,10.612903225806452,31,129,2.667242297467705
418,14,22,10.6875,32,129,2.8825506319249734
419,13,20,11.09375,32,129,3.267313473386946
420,13,20,11.5,32,129,3.504786023904808
421,13,20,11.90625,32,129,3.739406752496787
422,14,22,12.741935483870968,31,130,3.7005938299597396
423,16,26,12.393939393939394,33,130,3.8195669807330215
424,14,22,12.818181818181818,33,130,4.2149194010556075
425,14,22,13.65625,32,131,4.200833238201449
426,14,22,15.033333333333333,30,133,3.656862784994393
427,15,24,15.0,31,133,3.746392600174438
428,16,26,15.0,32,133,3.8801284710850292
429,16,26,16.533333333333335,30,135,3.551667902682236
430,16,26,18.285714285714285,28,137,3.2241800717347546
431,16,26,19.555555555555557,27,138,2.8934377424940703
432,17,28,22.708333333333332,24,141,1.935288002812367
433,18,30,22.48,25,141,1.7638339380971326
434,18,29,24.166666666666668,24,142,1.3482923189419889
435,19,31,26.043478260869566,23,143,1.0100666775325822
436,19,31,26.869565217391305,23,143,1.119146267833401
437,21,35,26.541666666666668,24,144,0.4620447481964825
438,20,33,27.375,24,144,0.2456708786657403
439,21,35,27.08,25,144,0.2822173146066739
440,21,35,27.92,25,144,0.35772382741117087
441,21,35,28.76,25,144,0.43176206694113745
442,23,39,27.40740740740741,27,144,0.34062541680608005
443,21,36,24.40740740740741,27,144,0.41914865530776174
444,20,35,22.22222222222222,27,144,0.6220317552777478
445,20,36,19.678571428571427,28,144,0.6678612576689821
446,19,35,17.586206896551722,29,144,0.8000528434149367
447,17,32,17.137931034482758,29,144,1.0764831158042658
448,17,33,17.24137931034483,29,144,1.3386317012605644
449,17,33,17.82758620689655,29,144,1.6574293239055233
450,18,35,17.8,30,144,1.8200913130407244
451,17,33,18.366666666666667,30,144,1.9908446112199685
452,18,35,18.966666666666665,30,144,2.1002273169347636
453,18,35,19.566666666666666,30,144,2.1318977569628976
454,18,35,20.166666666666668,30,144,2.176904097479961
455,20,39,19.46875,32,144,2.047767043562914
456,20,39,19.454545454545453,33,144,2.096422983547272
457,19,37,20.03030303030303,33,144,2.2809722304946307
458,20,39,20.636363636363637,33,144,2.478240561207774
459,21,41,21.9375,32,145,2.2567239495967266
460,21,41,22.59375,32,145,2.27413912106497
461,23,45,23.28125,32,146,1.9077914011293824
462,23,45,24.0,32,146,1.9762620178391068
463,23,45,24.71875,32,146,2.155558754507553
464,23,45,25.4375,32,146,2.3643957040453434
465,25,49,25.363636363636363,33,147,2.0849718219113984
466,23,45,26.875,32,148,1.901860856276491
467,23,45,27.59375,32,148,1.9896377838292973
468,25,49,27.484848484848484,33,148,1.9885314249817756
469,24,47,29.09375,32,149,1.6495509295309527
470,25,49,28.939393939393938,33,149,1.6243043381465752
471,25,49,31.612903225806452,31,151,1.028660205157173
472,26,51,33.53333333333333,30,152,0.546596810364255
473,27,53,33.29032258064516,31,152,0.48427274973772333
474,26,51,34.12903225806452,31,152,0.5442122548853282
475,27,52,35.0,31,152,0.6434844978769312
476,27,52,35.87096774193548,31,152,0.7398048252620357
477,26,50,30.125,32,152,0.8799046407617728
478,23,44,25.8125,32,152,1.116720261280648
479,21,40,21.9375,32,152,1.3236735009283311
480,19,36,18.90625,32,152,1.4126452945630334
481,17,32,16.0625,32,152,1.4473265096425019
482,16,30,13.0,33,152,1.6187888043596992
483,15,26,10.787878787878787,33,152,1.6746337926073722
484,16,28,10.911764705882353,34,152,1.6749442328157638
485,13,22,9.294117647058824,34,152,1.9395502011084158
486,11,18,7.970588235294118,34,152,2.319137852788284
487,11,18,7.264705882352941,34,152,2.7379840326181926
488,12,20,5.944444444444445,36,152,2.984095715012183
489,10,16,6.4,35,153,3.115168483147188
490,10,16,6.685714285714286,35,153,3.5510071736103614
491,10,16,6.9714285714285715,35,153,3.9862598119785138
492,11,18,7.055555555555555,36,153,4.249171860193742
493,10,16,7.333333333333333,36,153,4.591289456868688
494,12,19,7.857142857142857,35,155,4.402157063619829
495,11,17,8.411764705882353,34,156,4.5769492916527
496,12,19,8.735294117647058,34,157,4.520448253833917
497,12,19,8.8,35,157,4.658132943557177
498,12,18,9.142857142857142,35,157,4.9368015239260545
499,12,18,10.06060606060606,33,159,4.792316785124013
500,12,18,10.75,32,160,4.84555111829174
501,13,20,11.125,32,161,4.677103362756293
502,13,19,11.903225806451612,31,162,4.862867407996377
503,13,19,12.733333333333333,30,163,4.862759218602422
504,13,19,13.620689655172415,29,164,4.666617435866186
505,14,21,14.571428571428571,28,166,3.8729037540937257
506,15,22,15.107142857142858,28,166,4.004666789964757
507,15,22,15.642857142857142,28,166,4.258440396480425
508,16,24,16.178571428571427,28,167,4.026424522835161
509,16,24,16.714285714285715,28,168,3.5045444454238464
510,15,22,17.88888888888889,27,169,3.2328274175057183
511,15,23,14.0,26,170,2.776828404610453
512,15,24,15.08,25,172,1.8684566825493691
513,15,24,15.038461538461538,26,172,2.0117921917264474
514,16,25,15.037037037037036,27,172,2.228701076296988
515,15,23,15.592592592592593,27,172,2.3496914269772446
516,15,23,16.76923076923077,26,173,2.027245413578595
517,16,25,16.703703703703702,27,173,2.037591080286351
518,15,23,17.923076923076923,26,174,1.8232222064083214
519,18,29,17.88888888888889,27,174,1.87171782315948
520,17,27,18.51851851851852,27,174,2.151154105570267
521,18,29,18.464285714285715,28,174,2.27255230271413
522,17,27,19.071428571428573,28,174,2.318649847001805
523,18,29,19.714285714285715,28,174,2.0967772116290417
524,18,29,20.357142857142858,28,174,1.9911867333274262
525,22,36,19.666666666666668,30,174,1.8232079473074414
526,20,32,20.333333333333332,30,174,1.9094537003697751
527,20,32,21.0,30,174,1.8897721893174362
528,21,34,21.7,30,174,1.968382088953044
529,21,34,23.17241379310345,29,175,1.8188932361889207
530,23,38,23.93103448275862,29,176,1.5090351472367736
531,22,36,25.571428571428573,28,177,1.1303083376522798
532,23,38,26.392857142857142,28,177,1.0026974696171345
533,23,38,27.214285714285715,28,177,0.9694552949776061
534,24,40,27.06896551724138,29,177,0.9295234545452272
535,24,40,27.896551724137932,29,177,1.0043654937147997
536,25,42,27.766666666666666,30,177,1.100719065648929
537,24,40,28.566666666666666,30,177,1.2878225679645998
538,25,42,28.419354838709676,31,177,1.3310305955449737
539,25,42,28.28125,32,177,1.3218120205064994
540,25,42,29.0625,32,177,1.2492958485891252
541,25,42,29.84375,32,177,1.2324519562303273
542,26,44,30.625,32,178,0.8183606541265922
