Step,WaitingVehicles,QueueLength,AvgWaitTime,TotalVehicles,CumulativeThroughput,AvgSpeed,CurrentPhase
115,12,17,9.607142857142858,28,24,2.7816820947613765,0
116,13,19,10.071428571428571,28,24,2.8574946986644796,0
117,15,22,10.206896551724139,29,24,2.9602067145651216,0
118,14,20,11.071428571428571,28,25,2.796185380218613,0
119,16,24,10.8,30,25,2.543869479268649,0
120,14,20,11.266666666666667,30,25,2.5996400887910682,0
121,16,22,11.8,30,25,2.792074722439121,0
122,16,22,12.758620689655173,29,26,2.7705848362593333,0
123,16,22,13.785714285714286,28,27,2.561192509441456,0
124,17,24,13.862068965517242,29,27,2.5476962010438284,0
125,17,24,14.964285714285714,28,28,2.3289774534943604,0
126,17,24,15.571428571428571,28,28,2.5578598807986817,1
127,18,26,15.620689655172415,29,28,2.6437175271843585,1
128,17,24,16.785714285714285,28,29,2.7322427614233744,1
129,17,24,17.392857142857142,28,29,2.86978043862652,1
130,17,24,18.0,28,29,2.786561237516491,2
131,16,24,15.107142857142858,28,30,2.2562025614551975,2
132,14,22,12.851851851851851,27,31,1.6874128532988326,2
133,14,23,12.5,26,32,1.375945262150778,2
134,15,26,12.074074074074074,27,32,1.655457930816555,2
135,14,24,12.592592592592593,27,32,2.01788782310436,2
136,14,24,13.615384615384615,26,33,1.9284525429003,2
137,15,26,13.62962962962963,27,33,2.150572710452744,2
138,14,24,14.148148148148149,27,33,2.369359417967404,2
139,14,24,14.666666666666666,27,33,2.566413978025883,2
140,15,26,14.642857142857142,28,33,2.683864846678333,2
141,15,26,14.620689655172415,29,33,2.9109482305820658,2
142,14,24,15.10344827586207,29,33,3.2933257881076172,2
143,18,31,14.64516129032258,31,33,3.21482695521027,2
144,16,28,15.096774193548388,31,34,2.96646892598391,2
145,15,26,16.1,30,35,2.9584552405395566,2
146,16,28,17.20689655172414,29,36,2.8226130130261273,2
147,16,28,17.75862068965517,29,36,3.094804485070969,2
148,16,28,18.964285714285715,28,37,3.094336306252952,2
149,16,28,19.535714285714285,28,37,3.073901490011136,2
150,19,34,20.142857142857142,28,39,2.277129874864248,2
151,17,30,20.75,28,39,2.378518449757597,2
152,18,31,23.03846153846154,26,41,1.8367214286413234,3
153,19,33,22.85185185185185,27,41,2.0006234779019567,3
154,18,31,24.423076923076923,26,42,1.7992049667382315,3
155,18,31,25.115384615384617,26,42,1.7498019456569904,3
156,18,31,25.807692307692307,26,42,1.5340707243966163,4
157,17,28,20.76923076923077,26,42,1.2353726776953562,4
158,16,25,16.26923076923077,26,42,1.0025749129572152,4
159,16,24,12.592592592592593,27,42,0.9927336217782817,4
160,14,20,11.185185185185185,27,42,1.231464547056268,4
161,14,19,9.714285714285714,28,42,1.501384152971349,4
162,13,17,9.379310344827585,29,42,1.7032640487006572,4
163,13,17,9.466666666666667,30,42,1.8270120617849237,4
164,11,13,9.7,30,42,2.074219501479717,4
165,12,15,9.741935483870968,31,42,2.25187815823677,4
166,12,14,10.129032258064516,31,42,2.510081586950495,4
167,13,15,10.548387096774194,31,42,2.8420558193131438,4
168,13,15,10.96774193548387,31,42,3.1671057140710897,4
169,14,17,11.387096774193548,31,43,2.941568086513114,4
170,14,17,11.4375,32,43,3.17790164880182,4
171,14,17,11.484848484848484,33,43,3.436105375221338,4
172,13,15,11.878787878787879,33,43,3.818724252140403,4
173,13,15,12.272727272727273,33,43,4.202683849418456,4
174,14,17,12.666666666666666,33,44,4.218237088795496,4
175,13,15,13.46875,32,45,4.35806656418686,4
176,13,15,14.32258064516129,31,46,4.243077659510892,4
177,13,15,14.741935483870968,31,46,4.272014610458259,4
178,14,17,15.666666666666666,30,48,3.71131369186839,5
179,15,19,16.724137931034484,29,49,3.6569313053032313,5
180,16,21,16.666666666666668,30,49,3.5873080432911197,5
181,15,19,18.392857142857142,28,51,2.8929358952101403,5
182,15,19,18.928571428571427,28,51,2.9093123408366353,6
183,15,21,14.107142857142858,28,51,2.953828157089259,6
184,14,21,10.96551724137931,29,51,2.8824190261229834,6
185,13,20,9.586206896551724,29,52,2.4516668892514852,6
186,15,25,8.8,30,52,2.460853632009063,6
187,14,22,9.266666666666667,30,52,2.5852009745184277,6
188,14,23,10.357142857142858,28,54,2.0874250339297737,6
189,15,25,10.857142857142858,28,55,1.9149132697488709,6
190,15,24,11.814814814814815,27,56,1.7983185597168505,6
191,16,26,11.928571428571429,28,56,1.9913902329395459,6
192,15,24,12.464285714285714,28,56,2.100425302832408,6
193,15,24,13.0,28,56,2.1764465786878042,6
194,17,28,13.607142857142858,28,56,2.3107229277571046,6
195,18,30,13.724137931034482,29,56,2.4136801695985257,6
196,18,30,13.833333333333334,30,56,2.4307693910855384,6
197,17,28,14.4,30,56,2.570038682468149,6
198,19,32,14.516129032258064,31,56,2.4431180214570265,6
199,18,30,15.6,30,57,2.087679744743736,6
200,20,34,15.709677419354838,31,57,2.058914720980448,6
201,21,35,16.9,30,59,1.5025092398997302,6
202,21,35,17.0,31,59,1.615713377531206,6
203,20,33,18.233333333333334,30,60,1.4909485287309765,6
204,20,33,18.9,30,60,1.6884854430461986,7
205,20,33,19.566666666666666,30,60,1.6475189228369822,7
206,21,35,20.266666666666666,30,60,1.4805080433323146,7
207,22,37,20.29032258064516,31,60,1.3180505968961003,7
208,23,38,20.34375,32,60,1.2973249542287186,0
209,21,36,13.125,32,61,1.1073269960242942,0
210,17,30,10.666666666666666,33,61,1.286722973002259,0
211,16,28,10.470588235294118,34,61,1.4988869406326202,0
212,15,26,11.242424242424242,33,62,1.6057626202683601,0
213,16,27,11.727272727272727,33,62,1.9295302988322531,0
214,15,26,12.151515151515152,33,62,2.2520479775314093,0
215,16,28,12.235294117647058,34,62,2.368326846763568,0
216,18,30,12.371428571428572,35,62,2.2816533119459197,0
217,17,29,12.82857142857143,35,62,2.558021288911174,0
218,18,31,12.944444444444445,36,62,2.695845516574298,0
219,18,31,13.054054054054054,37,62,2.8949578096525137,0
220,18,30,13.54054054054054,37,62,3.194750808024603,0
221,19,32,14.027027027027026,37,63,3.068701494236625,0
222,19,32,14.54054054054054,37,63,3.1777855085801177,0
223,18,30,15.0,37,63,3.313277649432548,0
224,18,30,15.486486486486486,37,63,3.5082630309235676,0
225,21,34,16.027027027027028,37,64,3.3123455545934197,0
226,20,32,17.514285714285716,35,66,2.9404719361998826,0
227,22,36,19.21212121212121,33,69,2.007433165878958,0
228,21,34,19.848484848484848,33,69,2.172632950124932,0
229,22,35,20.515151515151516,33,69,2.239929646837906,0
230,22,35,21.84375,32,70,1.9685601326254836,1
231,24,38,21.87878787878788,33,70,2.0351094989376186,1
232,24,38,23.28125,32,72,1.5958548143543054,1
233,23,36,24.0,32,72,1.744454659883054,1
234,23,36,25.516129032258064,31,73,1.321436145226295,2
235,22,36,21.548387096774192,31,74,0.6626362706436667,2
236,23,37,18.59375,32,74,0.5410355364874071,2
237,20,33,17.90625,32,74,0.7331000197959401,2
238,19,32,18.03125,32,74,0.9674402038366269,2
239,18,31,18.28125,32,74,1.1256312915770073,2
240,18,32,18.12121212121212,33,74,1.2864191405552805,2
241,18,32,18.08823529411765,34,74,1.46228220033392,2
242,17,30,18.58823529411765,34,74,1.6583950715695421,2
243,19,34,19.147058823529413,34,74,1.8424981589874698,2
244,21,38,18.61111111111111,36,74,1.9021743702288516,2
245,20,36,18.62162162162162,37,74,2.009087164163429,2
246,20,35,19.16216216216216,37,74,2.333874275038103,2
247,20,35,19.7027027027027,37,74,2.6292079512361415,2
248,21,37,19.710526315789473,38,74,2.8774130057464253,2
249,20,35,20.236842105263158,38,74,3.211263756886914,2
250,20,35,20.763157894736842,38,74,3.319135915479659,2
251,21,37,21.289473684210527,38,75,3.125393274408042,2
252,22,39,21.86842105263158,38,75,3.294888109977945,2
253,22,39,23.694444444444443,36,77,2.967383955855253,2
254,23,41,23.64864864864865,37,77,3.0852988934579493,2
255,23,41,25.65714285714286,35,79,2.743262615055354,2
256,23,41,26.314285714285713,35,79,2.9166015285918916,3
257,23,41,27.764705882352942,34,80,2.7905962478551656,3
258,24,43,28.441176470588236,34,81,2.5782050776843284,3
259,23,41,29.11764705882353,34,81,2.7672435702525147,3
260,24,43,30.727272727272727,33,82,2.521342129902288,4
261,22,39,27.5,32,83,2.2015459654750758,4
262,20,35,24.129032258064516,31,84,1.6602639600018025,4
263,19,32,20.096774193548388,31,84,1.679450368822735,4
264,20,33,17.133333333333333,30,86,0.9367017225074149,4
265,18,29,13.161290322580646,31,86,1.1594642497263905,4
266,16,25,12.5,30,87,0.9603821087086089,4
267,15,23,11.066666666666666,30,87,1.2780319669662752,4
268,13,19,9.3,30,87,1.5962574894591475,4
269,12,17,7.967741935483871,31,87,1.7806623912005943,4
270,10,13,7.967741935483871,31,87,2.0295135698218565,4
271,10,13,8.290322580645162,31,87,2.231520672825893,4
272,11,15,8.64516129032258,31,87,2.5309765649571023,4
273,11,15,9.0,31,87,2.897577948331644,4
274,12,17,9.0625,32,87,3.1859138389967234,4
275,11,15,9.40625,32,87,3.5193574023851704,4
276,11,15,9.75,32,87,3.809744376928024,4
277,12,17,10.09375,32,88,3.6971063619315245,4
278,13,19,10.46875,32,89,3.6200621320163173,4
279,13,19,10.515151515151516,33,89,3.839368093828644,4
280,12,17,11.21875,32,90,3.937960443301843,4
281,12,17,11.96774193548387,31,91,4.026536950009255,4
282,13,18,12.8,30,92,4.014318744413158,5
283,13,19,12.741935483870968,31,92,4.121759403819143,5
284,12,17,14.03448275862069,29,94,3.7125613118286047,5
285,12,17,14.448275862068966,29,94,3.4674235909708666,5
286,13,19,15.428571428571429,28,95,2.894532006446947,6
287,12,19,11.25,28,95,2.7842909839775722,6
288,14,24,9.517241379310345,29,95,2.7188843914773084,6
289,13,23,8.206896551724139,29,95,2.944102839872083,6
290,12,22,7.62962962962963,27,97,2.4832395045892133,6
291,14,27,6.785714285714286,28,98,2.160186443062833,6
292,12,23,7.214285714285714,28,98,2.2637139186161237,6
293,12,23,7.925925925925926,27,99,2.0771104200719055,6
294,13,24,8.73076923076923,26,100,1.9487099813967725,6
295,14,26,8.88888888888889,27,100,1.9771564371567716,6
296,14,25,9.407407407407407,27,100,2.1705012235058465,6
297,15,27,9.571428571428571,28,100,2.357531530200762,6
298,14,25,10.071428571428571,28,100,2.5410994421024133,6
299,15,27,10.206896551724139,29,100,2.5625868842367465,6
300,14,25,10.689655172413794,29,100,2.548595391995974,6
301,16,28,11.206896551724139,29,101,2.2092844152883955,6
302,17,30,11.366666666666667,30,101,2.3594626864558523,6
303,17,30,11.516129032258064,31,101,2.508561667247104,6
304,16,28,12.03225806451613,31,101,2.7673026503352545,6
305,16,28,12.966666666666667,30,102,2.7831420523925425,6
306,16,28,13.5,30,102,3.071577116281078,6
307,18,32,13.580645161290322,31,103,2.869037258078565,6
308,16,28,14.096774193548388,31,103,3.0462205680592676,7
309,16,28,14.612903225806452,31,103,3.0728196524253546,7
310,18,31,14.6875,32,103,2.921799473783155,7
311,18,31,15.25,32,103,2.934953069551801,7
312,19,32,16.9,30,105,2.290079264394037,0
313,17,28,14.2,30,105,2.228192546571276,0
314,16,27,12.6,30,106,1.8767329341872663,0
315,14,24,11.266666666666667,30,106,1.9054841423456685,0
316,13,22,10.586206896551724,29,107,1.7644892175052433,0
317,13,22,11.03448275862069,29,107,2.0667610053498455,0
318,13,22,10.068965517241379,29,108,1.7656957824346189,0
319,12,20,10.482758620689655,29,108,1.7600078387961333,0
320,12,20,10.89655172413793,29,108,2.0124673462737803,0
321,14,24,11.344827586206897,29,109,1.822480796891544,0
322,13,22,11.793103448275861,29,109,1.9724188025893519,0
323,14,24,11.833333333333334,30,109,2.1511648086023314,0
324,13,22,12.266666666666667,30,109,2.3242231593021776,0
325,13,22,12.7,30,109,2.571306250110143,0
326,13,22,13.133333333333333,30,109,2.8028707772429398,0
327,14,24,13.129032258064516,31,109,2.9922332427261646,0
328,15,26,13.15625,32,109,3.166080191421773,0
329,13,22,13.53125,32,109,3.4555029565676505,0
330,13,22,13.9375,32,109,3.793285266382922,0
331,14,24,14.34375,32,110,3.7392867924104016,0
332,13,22,15.225806451612904,31,111,3.667783682644553,0
333,13,22,16.166666666666668,30,112,3.6943367954996664,0
334,15,26,16.096774193548388,31,112,3.785184374145041,1
335,15,26,17.1,30,114,3.34881666061869,1
336,14,24,17.566666666666666,30,114,3.5754038352058313,1
337,15,26,18.066666666666666,30,114,3.756971941756856,1
338,15,26,19.892857142857142,28,116,3.398647619478679,2
339,14,25,18.37037037037037,27,117,3.160795488489328,2
340,14,26,17.185185185185187,27,117,3.2274585536130385,2
341,14,27,17.28,25,120,2.2562355000133163,2
342,13,25,18.541666666666668,24,121,2.1635504935386174,2
343,14,27,19.083333333333332,24,122,2.0008828611498384,2
344,13,25,20.47826086956522,23,123,1.8895337896115243,2
345,14,27,20.166666666666668,24,123,2.135328944874886,2
346,13,25,20.708333333333332,24,123,2.3714456159068527,2
347,13,25,21.25,24,123,2.3152864800688078,2
348,15,29,20.96,25,123,2.257749879741595,2
349,14,27,21.52,25,123,2.4421108618778997,2
350,16,30,21.26923076923077,26,123,2.5906734099483875,2
351,15,28,22.72,25,124,2.3873269182747627,2
352,15,28,23.32,25,124,2.4766235415288405,2
353,16,30,23.96,25,124,2.6886807068872334,2
354,16,30,24.6,25,124,2.918850044767626,2
355,17,32,25.24,25,125,2.5216730159167797,2
356,17,32,25.92,25,125,2.629919177715761,2
357,16,30,27.625,24,126,2.2977261687103536,2
358,16,30,28.291666666666668,24,126,2.284819033425442,2
359,18,33,27.84,25,126,2.341163989134034,2
360,17,31,29.708333333333332,24,127,2.084913474694589,3
361,17,31,30.416666666666668,24,127,2.2412872104477217,3
362,18,33,31.125,24,128,1.8733737649833995,3
363,19,35,31.875,24,129,1.428553809259217,3
364,18,33,32.625,24,129,1.523268286626247,4
365,16,29,27.91304347826087,23,130,0.9971309327182937,4
366,14,25,21.782608695652176,23,130,1.013963464362839,4
367,14,24,15.916666666666666,24,130,1.0744322931057229,4
368,11,18,11.416666666666666,24,130,1.2137300337953523,4
369,10,16,8.56,25,130,1.4558307598848665,4
370,10,16,8.96,25,130,1.6615203103439642,4
371,10,16,7.538461538461538,26,130,1.8832054758478496,4
372,9,14,6.653846153846154,26,130,2.315243191730564,4
373,9,14,5.962962962962963,27,130,2.622476432374382,4
374,7,10,5.814814814814815,27,130,3.067205323953269,4
375,7,10,6.074074074074074,27,130,3.474215577698274,4
376,8,12,6.107142857142857,28,130,3.643996930867218,4
377,8,11,6.392857142857143,28,130,3.794672783196572,4
378,7,10,6.607142857142857,28,130,4.097555540568792,4
379,8,12,6.892857142857143,28,130,4.476881494218708,4
380,9,14,7.178571428571429,28,131,4.437267410273707,4
381,10,15,7.241379310344827,29,131,4.6918941715325495,4
382,9,13,8.11111111111111,27,133,4.423905692577073,4
383,9,13,8.444444444444445,27,133,4.60632700146053,4
384,9,13,9.115384615384615,26,134,4.688088150528437,4
385,10,14,9.88,25,135,4.730502181267981,4
386,11,16,10.28,25,136,4.642442663968878,5
387,10,14,11.125,24,137,4.499102604129907,5
388,11,16,11.541666666666666,24,138,3.8478956361842385,5
389,13,20,12.041666666666666,24,139,3.0251857859925155,5
390,12,18,13.08695652173913,23,140,2.4205301670016444,6
391,12,20,8.416666666666666,24,140,2.2873478458164804,6
392,11,18,7.7727272727272725,22,142,1.2499294949233315,6
393,12,20,8.272727272727273,22,142,1.3762941673600624,6
394,13,22,8.863636363636363,22,142,1.3667969877019084,6
395,14,24,9.043478260869565,23,142,1.436030171987015,6
396,13,22,9.608695652173912,23,142,1.6193536058797038,6
397,16,28,9.4,25,142,1.7236210770705673,6
398,15,26,9.576923076923077,26,142,1.916761138874016,6
399,14,24,10.115384615384615,26,142,2.2162340397315203,6
400,14,24,10.653846153846153,26,142,2.2554190488832977,6
401,15,26,11.23076923076923,26,142,2.124688170637858,6
402,15,26,11.807692307692308,26,142,2.059822054647916,6
403,15,26,12.384615384615385,26,142,2.081256643425225,6
404,16,28,13.0,26,142,2.0973628029468534,6
405,19,34,13.148148148148149,27,143,1.7827552435708112,6
406,19,33,13.321428571428571,28,143,1.9615900103415604,6
407,18,31,13.964285714285714,28,143,2.207453227243991,6
408,20,34,14.137931034482758,29,143,2.284135410586313,6
409,19,33,14.724137931034482,29,144,1.8472582377304507,6
410,18,31,16.48148148148148,27,146,1.0657440808782295,6
411,19,32,17.185185185185187,27,146,0.8901708734357051,6
412,18,31,17.814814814814813,27,146,0.7963141781594851,7
413,22,38,17.928571428571427,28,146,0.7206608557741409,7
414,23,40,18.06896551724138,29,146,0.7387303735405276,7
415,22,38,18.82758620689655,29,146,0.8786694688111322,7
416,22,38,19.586206896551722,29,146,0.977935517292141,0
417,19,33,14.137931034482758,29,146,1.088741829441623,0
418,16,28,10.827586206896552,29,146,1.110957441295331,0
419,15,26,9.0,30,146,1.1583694506556121,0
420,14,24,8.64516129032258,31,146,1.17745482291854,0
421,15,25,9.129032258064516,31,146,1.26511929299439,0
422,15,25,9.612903225806452,31,146,1.3391939871497764,0
423,15,25,10.096774193548388,31,146,1.4388000935787255,0
424,18,30,10.3125,32,146,1.6201416030805331,0
425,17,28,10.84375,32,146,1.6699903236150135,0
426,17,28,11.375,32,146,1.8623733009953987,0
427,18,30,11.9375,32,146,2.134671062288056,0
428,18,30,12.5,32,146,2.3895070627733337,0
429,19,32,12.666666666666666,33,146,2.6096322600360633,0
430,18,30,13.212121212121213,33,146,2.855427963225111,0
431,18,30,13.757575757575758,33,146,3.131224272577596,0
432,18,30,14.303030303030303,33,146,3.4101636276306393,0
433,19,32,14.411764705882353,34,146,3.419658989755599,0
434,19,32,14.941176470588236,34,147,3.187001274444875,0
435,18,30,15.470588235294118,34,147,3.3732940541835092,0
436,19,31,17.580645161290324,31,150,2.7948580465852797,0
437,19,31,18.193548387096776,31,150,2.9920063138247817,0
438,20,33,18.806451612903224,31,151,2.8498293710889264,1
439,19,31,20.066666666666666,30,152,2.6493322462205673,1
440,19,31,22.178571428571427,28,154,2.0866135158322767,1
441,21,35,22.892857142857142,28,155,1.8710715101511732,1
442,20,33,23.607142857142858,28,155,2.0263840467276144,2
443,18,31,21.14814814814815,27,156,1.68179351495535,2
444,17,30,20.62962962962963,27,156,1.6397665203930198,2
445,18,33,20.37037037037037,27,157,1.0700258066500745,2
446,18,34,20.185185185185187,27,158,0.8768863953874385,2
447,17,32,20.814814814814813,27,158,1.088338391716031,2
448,17,32,21.444444444444443,27,158,1.3314737670729457,2
449,18,34,21.285714285714285,28,158,1.4376590606315127,2
450,18,34,21.137931034482758,29,158,1.4901016715845614,2
451,17,32,21.724137931034484,29,158,1.712582739778779,2
452,17,32,22.310344827586206,29,158,1.9054471065469876,2
453,18,34,22.133333333333333,30,158,2.00961633509715,2
454,17,32,22.7,30,158,2.1100476125170697,2
455,17,32,23.266666666666666,30,158,2.177416429477739,2
456,18,33,23.866666666666667,30,158,2.3510596836816577,2
457,20,37,22.9375,32,158,2.2920871966693666,2
458,18,33,23.5,32,158,2.349905488481472,2
459,19,35,24.09375,32,158,2.41016918189817,2
460,21,39,24.71875,32,159,2.234087134408447,2
461,20,37,25.34375,32,159,2.2993341522962503,2
462,20,37,26.806451612903224,31,160,2.0165816295725207,2
463,21,38,27.483870967741936,31,160,2.1795394336664966,2
464,22,40,27.28125,32,160,2.1003365557752636,3
465,21,38,27.9375,32,160,1.9222842618654574,3
466,22,40,29.548387096774192,31,161,1.6143251611592224,3
467,24,44,29.34375,32,161,1.6440612398915144,3
468,24,43,30.09375,32,161,1.7974720475610975,4
469,22,39,26.870967741935484,31,162,1.6858235379643611,4
470,20,35,22.838709677419356,31,162,1.9281190975366131,4
471,19,33,19.032258064516128,31,163,1.7432704434278075,4
472,17,29,18.032258064516128,31,163,1.776988939799822,4
473,16,27,16.533333333333335,30,164,1.4534173526710168,4
474,15,24,13.033333333333333,30,164,1.6600463419927045,4
475,14,22,10.433333333333334,30,165,1.5107053441804292,4
476,11,16,8.4,30,165,1.8253365360547236,4
477,11,15,8.4,30,165,2.025638096785773,4
478,11,15,8.766666666666667,30,165,2.084468285025831,4
479,12,17,8.838709677419354,31,165,2.1146167873449384,4
480,14,19,8.96875,32,165,2.276349307166474,4
481,13,17,9.375,32,165,2.477546938331881,4
482,13,17,9.78125,32,165,2.7880717100197363,4
483,15,21,9.588235294117647,34,165,2.9732280535317273,4
484,14,19,9.685714285714285,35,165,3.240513609182401,4
485,13,17,10.057142857142857,35,165,3.6042434883740837,4
486,13,17,10.735294117647058,34,166,3.728374421704192,4
487,14,19,11.117647058823529,34,167,3.6711228892319543,4
488,13,17,11.848484848484848,33,168,3.777475558468874,4
489,14,19,11.882352941176471,34,168,3.8470199731916894,4
490,13,17,12.264705882352942,34,168,3.9371525858789234,5
491,13,17,12.647058823529411,34,168,3.8486181098849066,5
492,16,23,12.714285714285714,35,168,3.667470304479617,5
493,16,22,13.969696969696969,33,170,3.0390890618144253,5
494,19,28,14.088235294117647,34,170,2.8766999455639493,6
495,17,25,12.125,32,172,2.334343641427357,6
496,17,27,9.93939393939394,33,172,2.282598880330129,6
497,16,26,10.65625,32,174,1.8800678741626882,6
498,17,28,11.15625,32,175,1.723850117379427,6
499,18,29,11.333333333333334,33,175,1.8682958024020249,6
