Episode,TotalReward,AvgWaitingTime,AvgQueueLength,Throughput,Epsilon
110,-14778.600000000015,9.294535320592129,29.274,211,0.5761543988830038
111,-10298.7,6.675286524609255,34.77,204,0.5732736268885887
112,-34366.89999999999,22.21666170540563,43.944,219,0.5704072587541458
113,-13160.399999999998,7.880420043243913,37.336,219,0.567555222460375
114,-14911.199999999995,8.230028938078895,36.082,194,0.5647174463480732
115,-11718.999999999998,6.785931768923612,35.318,220,0.5618938591163328
116,-15035.5,10.389751737507945,34.546,164,0.5590843898207511
117,-15585.899999999994,10.25714351993634,35.856,156,0.5562889678716474
118,-23713.099999999995,13.170051340651725,40.992,171,0.5535075230322891
119,-22814.100000000006,11.814453727572872,48.528,154,0.5507399854171277
120,-12961.499999999996,7.586284453310662,41.424,162,0.547986285490042
121,-11781.300000000003,9.340027482807248,29.32,198,0.5452463540625918
122,-21641.700000000008,12.918307558810072,40.56,199,0.5425201222922789
123,-17205.10000000001,13.121096986019156,32.654,215,0.5398075216808175
124,-18497.5,12.36716740149235,34.932,179,0.5371084840724134
125,-27236.49999999999,15.87867698204509,38.244,220,0.5344229416520513
126,-14269.70000000001,9.655053383820194,34.776,200,0.531750826943791
127,-20483.70000000002,12.807080055348546,34.828,181,0.5290920728090721
128,-10926.199999999993,8.277863462657285,34.88,188,0.5264466124450268
129,-21126.5,12.246227894940784,46.5,154,0.5238143793828016
130,-17277.89999999999,11.054168264735303,34.664,189,0.5211953074858876
131,-10615.6,6.953353845705116,36.558,192,0.5185893309484582
132,-29854.799999999996,17.77465582366084,36.232,230,0.5159963842937159
133,-11778.899999999996,8.988556232754258,32.302,198,0.5134164023722473
134,-20569.400000000012,13.873249009494796,41.278,163,0.510849320360386
135,-19923.500000000007,13.407122882846519,40.57,158,0.5082950737585841
136,-27951.399999999998,17.420748331160176,42.812,190,0.5057535983897912
137,-23914.90000000002,15.199370208059339,39.622,190,0.5032248303978422
138,-19453.50000000001,12.350323542657518,42.81,232,0.500708706245853
139,-18103.400000000005,10.780124704695561,42.826,188,0.4982051627146237
140,-15982.400000000012,8.753220272148615,46.224,140,0.49571413690105054
141,-9026.900000000005,7.160277748132402,30.302,180,0.4932355662165453
142,-16924.3,8.84740706659311,38.68,246,0.4907693883854626
143,-29128.199999999975,20.17411985572476,37.804,190,0.4883155414435353
144,-20819.099999999995,13.511309497376903,40.982,182,0.4858739637363176
145,-15746.200000000008,9.03863095097995,42.612,226,0.483444593917636
146,-9653.399999999998,6.9096646354304685,32.96,209,0.4810273709480478
147,-13497.800000000003,10.571885719786753,38.266,181,0.47862223409330756
148,-26929.599999999973,14.927076376492067,47.5,204,0.47622912292284103
149,-19070.900000000016,10.975239513636991,50.722,143,0.4738479773082268
150,-12457.100000000008,9.54357145215624,36.458,181,0.47147873742168567
151,-19907.60000000001,11.09731577540197,47.108,149,0.46912134373457726
152,-11793.299999999981,8.204870903088354,33.384,200,0.46677573701590436
153,-16350.199999999995,12.413603694548815,38.606,127,0.46444185833082485
154,-12073.79999999999,9.385242974362612,39.312,141,0.46211964903917074
155,-6251.199999999998,5.688567735602393,24.46,206,0.4598090507939749
156,-18733.700000000015,10.495153190145372,43.036,200,0.457510005540005
157,-23196.700000000015,15.027945541739252,40.036,196,0.45522245551230495
158,-39894.39999999997,26.675748898713294,38.224,199,0.4529463432347434
159,-7496.799999999994,7.496370206719601,21.724,210,0.4506816115185697
160,-32397.6,16.468539435482814,51.42,128,0.4484282034609769
161,-22419.7,12.736331623977362,43.072,167,0.446186062443672
162,-23679.199999999993,12.99791383333498,43.122,169,0.4439551321314536
163,-18820.399999999998,12.042956962182732,38.016,220,0.4417353564707963
164,-37475.599999999984,23.169920156463924,42.164,194,0.43952667968844233
165,-18117.699999999983,10.748622764938002,46.098,218,0.43732904629000013
166,-12360.999999999998,8.315958890589522,33.894,211,0.4351424010585501
167,-21237.299999999992,12.351808085418327,44.738,161,0.43296668905325736
168,-16859.100000000006,10.82932044752852,45.882,163,0.43080185560799106
169,-11995.999999999996,9.58109926813583,33.644,195,0.4286478463299511
170,-28361.299999999996,19.50602716180141,39.258,193,0.42650460709830135
171,-14140.999999999998,10.710591182394664,32.142,201,0.42437208406280985
172,-31139.2,21.679277065782166,39.376,232,0.4222502236424958
173,-13937.900000000005,9.814404602054099,34.18,177,0.42013897252428334
174,-26653.099999999995,12.991457607263326,46.994,159,0.4180382776616619
175,-7922.2999999999965,6.495720291711884,29.486,201,0.4159480862733536
176,-11844.7,8.325551506781384,36.334,162,0.41386834584198684
177,-12513.399999999998,8.868628847318194,36.812,167,0.4117990041127769
178,-7137.800000000001,6.147171250987588,24.908,210,0.40974000909221303
179,-16580.200000000004,10.738564431363471,33.972,235,0.40769130904675194
180,-19368.399999999972,11.908175928806708,42.626,183,0.40565285250151817
181,-25597.09999999999,12.92151655857016,56.168,151,0.4036245882390106
182,-26116.4,16.42221391474377,41.698,167,0.4016064652978155
183,-21451.200000000008,11.712510623430742,50.594,144,0.3995984329713264
184,-13802.500000000007,8.401172417638685,44.99,167,0.3976004408064698
185,-30361.8,19.39894601967237,41.238,164,0.39561243860243744
186,-14008.900000000003,10.686866149234145,33.776,170,0.3936343764094253
187,-9622.200000000008,8.269421651599858,27.526,194,0.39166620452737816
188,-16678.499999999993,10.980073854495469,43.026,182,0.3897078735047413
189,-15716.499999999987,10.09153790998795,46.378,135,0.3877593341372176
190,-12552.199999999993,8.850403719989808,33.446,194,0.3858205374665315
191,-14071.499999999996,9.350684374204363,40.046,179,0.38389143477919885
192,-6903.899999999993,6.89164734238647,25.29,171,0.3819719776053028
193,-16754.700000000004,10.715113286749878,39.266,170,0.3800621177172763
194,-29158.79999999999,14.372322993013125,50.382,193,0.37816180712868996
195,-31795.100000000028,16.529608198954666,52.694,166,0.37627099809304654
196,-13207.200000000019,9.878580582792612,33.184,204,0.3743896431025813
197,-8106.9,7.8987539567272504,26.518,196,0.37251769488706843
198,-8058.099999999994,7.512576099269152,27.55,219,0.3706551064126331
199,-7693.399999999997,7.269839617679319,25.946,199,0.36880183088056995
200,-15595.100000000017,10.395061535824258,30.596,209,0.3669578217261671
201,-15133.600000000006,10.602429893110415,34.846,187,0.36512303261753626
202,-25511.600000000006,15.466988400334706,38.376,167,0.3632974174544486
203,-31778.5,14.873680878987132,53.394,180,0.3614809303671764
204,-29165.699999999983,16.366159375234364,50.54,152,0.3596735257153405
205,-23713.79999999998,14.507236129823967,43.914,125,0.3578751580867638
206,-26135.400000000012,14.658836350122524,44.322,167,0.35608578229633
207,-23596.99999999999,14.57379210713223,38.406,218,0.3543053533848483
208,-16729.099999999988,9.555234822014741,42.644,180,0.35253382661792404
209,-9836.000000000011,7.333198690893279,32.812,230,0.3507711574848344
210,-16353.299999999997,8.268738248020865,48.306,180,0.34901730169741024
211,-14304.599999999999,8.48560982469683,39.518,210,0.3472722151889232
212,-20785.299999999985,11.980448577760562,42.102,215,0.3455358541129786
213,-24178.40000000001,12.60504719399777,52.606,199,0.3438081748424137
214,-17982.899999999994,9.96967797190374,44.056,226,0.3420891339682016
215,-23360.40000000002,13.633137095954279,42.55,213,0.3403786882983606
216,-13315.600000000008,7.887475276290555,42.826,216,0.3386767948568688
217,-13771.2,8.227973411904957,46.966,132,0.33698341088258443
218,-22130.500000000007,13.1087986809303,39.648,196,0.3352984938281715
219,-14420.300000000003,9.090665465402028,34.356,228,0.33362200135903064
220,-12781.80000000001,7.79841999836801,37.028,208,0.33195389135223546
221,-20566.000000000004,12.168220304685969,38.42,228,0.3302941218954743
222,-10820.199999999993,5.700877033715777,40.568,181,0.32864265128599696
223,-27110.999999999996,14.78150420859975,46.902,126,0.326999438029567
224,-25486.900000000023,12.72935940018058,48.36,191,0.3253644408394192
225,-13879.400000000003,9.132629585469193,41.346,169,0.3237376186352221
226,-15308.699999999997,9.652739578141796,44.204,140,0.322118930542046
227,-31119.599999999995,14.228657372189815,52.782,167,0.32050833588933575
228,-23238.299999999985,13.073186138529833,41.972,219,0.31890579420988907
229,-20196.400000000005,10.991366339706637,45.008,173,0.3173112652388396
230,-8537.999999999993,6.32355597086735,30.832,201,0.3157247089126454
231,-12383.299999999997,7.600265564058548,38.2,194,0.3141460853680822
232,-20248.899999999998,12.346000177544582,43.666,148,0.3125753549412418
233,-9899.900000000012,6.5285124344537975,36.302,147,0.31101247816653554
234,-9982.399999999996,12.044420250659549,25.752,177,0.30945741577570285
235,-9992.700000000006,8.153106266036355,30.87,188,0.3079101286968243
236,-16021.700000000003,8.618282289697563,39.508,219,0.3063705780533402
237,-30492.700000000004,15.101178896811568,45.746,189,0.30483872516307353
238,-10507.799999999994,7.437732318667286,37.008,155,0.3033145315372582
239,-29524.799999999952,14.700850475458349,52.232,132,0.3017979588795719
240,-13463.300000000003,8.187979335003657,38.464,189,0.30028896908517405
241,-11720.200000000012,8.142124300815142,34.54,203,0.2987875242397482
242,-9181.600000000002,5.918378874267057,33.22,208,0.29729358661854943
243,-13831.699999999999,8.341997671578055,39.54,182,0.29580711868545667
244,-13921.000000000004,6.520383158623309,44.428,196,0.2943280830920294
245,-24788.8,13.78857812534755,42.39,202,0.29285644267656924
246,-14760.299999999997,8.36725335622943,48.512,176,0.2913921604631864
247,-15455.800000000001,8.372154740806584,50.12,159,0.28993519966087045
248,-20465.600000000013,12.38992315681087,43.724,192,0.2884855236625661
249,-21376.799999999992,12.978801317742528,43.428,179,0.28704309604425327
250,-23804.000000000004,14.15369273985421,42.696,190,0.285607880564032
251,-13469.3,8.307493207927251,40.83,193,0.28417984116121187
252,-15960.2,10.634873685080574,35.308,215,0.2827589419554058
253,-19093.399999999983,11.476303381740715,41.84,203,0.28134514724562876
254,-17859.7,10.460505792274239,40.22,221,0.2799384215094006
255,-14814.900000000001,10.600910932997413,39.414,164,0.27853872940185365
256,-15247.899999999989,9.903119903944248,42.888,199,0.27714603575484437
257,-11706.299999999996,10.519767985864714,32.448,209,0.2757603055760701
258,-24049.2,14.997699417370136,46.73,178,0.2743815040481898
259,-23766.399999999998,15.569393426821021,42.418,182,0.2730095965279488
260,-25267.499999999978,14.91089798962551,54.994,91,0.27164454854530906
261,-30226.199999999993,15.122075077927533,49.428,186,0.2702863258025825
262,-28990.199999999953,16.157976480930007,47.872,171,0.2689348941735696
263,-24896.6,16.772160844603516,37.654,142,0.26759021970270175
264,-12587.199999999988,10.152286965847004,31.894,191,0.2662522686041882
265,-45523.70000000001,27.329690872369437,42.958,165,0.2649210072611673
266,-43980.99999999995,36.62080653362648,39.752,169,0.26359640222486147
267,-42845.50000000004,21.44066924714094,55.404,142,0.26227842021373715
268,-37950.89999999998,19.69329786484898,49.69,182,0.2609670281126685
269,-27153.69999999999,14.849661102304275,47.456,176,0.25966219297210513
270,-10035.300000000007,8.372137753280953,28.728,198,0.2583638820072446
271,-6884.499999999991,7.273432598454456,24.568,188,0.2570720625972084
272,-8449.599999999995,8.422876443084327,24.656,179,0.25578670228422234
273,-15494.099999999993,8.634316249893276,42.032,160,0.25450776877280124
274,-13761.599999999995,10.05812251906034,29.69,194,0.2532352299289372
275,-12407.2,7.69517053505185,32.726,216,0.2519690537792925
276,-11515.399999999992,5.8526874912809905,38.096,182,0.2507092085103961
277,-11308.000000000005,6.682676230961698,40.206,203,0.2494556624678441
278,-10271.500000000002,6.49568127119595,35.708,202,0.24820838415550486
279,-13545.499999999998,6.930818594903393,33.812,250,0.24696734223472733
280,-9553.5,7.327252575441414,31.52,204,0.2457325055235537
281,-10367.900000000005,6.440377881817883,32.754,239,0.24450384299593592
282,-16319.200000000015,8.913788330677713,37.16,211,0.24328132378095624
283,-11561.299999999992,5.817413978830922,39.84,211,0.24206491716205145
284,-15015.2,7.710313856278669,42.402,222,0.2408545925762412
285,-10460.500000000015,6.0625621023738585,39.246,169,0.23965031961336
286,-10117.100000000004,6.068340529870573,37.31,159,0.2384520680152932
287,-12011.099999999993,6.771964042296922,39.858,187,0.23725980767521673
288,-14509.200000000008,8.25180309360664,36.158,226,0.23607350863684065
289,-13859.8,7.691736443505539,42.0,201,0.23489314109365644
290,-14657.899999999998,7.809928115136923,37.952,233,0.23371867538818816
291,-12681.799999999988,8.91271734922714,39.674,163,0.23255008201124722
292,-24878.1,15.000729000935003,40.882,206,0.231387331601191
293,-19265.599999999988,10.97395515324443,44.228,152,0.23023039494318503
294,-14143.700000000012,8.384557364753306,42.34,199,0.2290792429684691
295,-9450.700000000004,9.349590841258333,25.778,195,0.22793384675362674
296,-11949.0,10.822970579255882,32.108,183,0.22679417751985861
297,-17458.9,14.721378165243207,31.0,172,0.22566020663225933
298,-7755.500000000008,8.437828791602518,24.968,192,0.22453190559909803
299,-17867.800000000007,13.895983914240867,28.152,186,0.22340924607110255
300,-20674.10000000002,11.577798177686637,50.312,130,0.22229219984074702
