Episode,TotalReward,Throughput,AvgWaitTime,AvgQueueLength,ThroughputReward,EfficiencyReward,WaitPenalty,QueuePenalty,PolicyLoss,Entropy,AvgPhaseDuration
29,2201.749968196257,323,25.3921806524498,2.958333333333334,7877.34200995674,0,5290.400000000001,385.1920417604829,0.05909483879804611,0,23.777295913961197
30,1688.6325428304108,319,27.48042609732143,2.915750915750916,8502.518066183107,0,6409.000000000001,404.8855233526966,-0.4080827236175537,0,21.58713901654268
31,3169.5442349940677,314,23.621994978328644,2.6611721611721615,8264.525405706085,0,4779.900000000001,315.0811707120148,-0.06444576382637024,0,21.531425644763004
32,400.5795976764517,292,34.026567089752355,2.9952380952380957,6447.967044817795,0,5748.5,298.88744714134316,0.3073062300682068,0,29.075407678882282
33,2443.059660710231,371,26.324267159792125,3.3549783549783547,8616.12661785987,0,5750.1,422.9669571496418,-0.26790565252304077,0,25.29492155394771
34,3727.083113235825,268,21.673910274221022,2.289915966386555,7609.369383630368,0,3624.7999999999997,257.48627039454294,-0.4211379289627075,0,24.22627935295596
35,-355.0871217719354,322,32.77522181140419,3.308035714285714,6614.794629361903,0,6575.8,394.08175113383743,0.48280757665634155,0,27.158431261777878
36,2476.4012171764707,345,22.022021756732883,3.2380952380952377,9422.567072937745,0,6401.8,544.3658557612757,-0.13815152645111084,0,17.999708043204414
37,-198.18913724581705,298,28.792645685106464,3.695488721804511,7806.63984919428,0,7356.000000000003,648.8289864400964,-0.25054365396499634,0,21.998625234945823
38,2609.259283028182,297,22.576870583263855,2.9235880398671097,8839.578650525047,0,5762.099999999998,468.21936749686296,-0.40926259756088257,0,18.668116511300553
39,3188.257425146237,312,22.44656077286952,2.9900332225913617,9438.09384365599,0,5773.5,476.3364185097528,-0.40029990673065186,0,19.192201058531918
40,1858.1512579462355,355,29.764520802713385,3.5714285714285716,9326.10148141988,0,6960.500000000001,507.4502234736442,0.1265508383512497,0,24.158393800258636
41,3024.8449727690195,343,25.458197950721715,2.7232142857142856,7673.424724755776,0,4384.5999999999985,263.9797519867565,-0.23444154858589172,0,26.388279750244692
42,2962.4723867705975,333,23.243532556186395,3.019163763066202,9000.907069218198,0,5640.3,398.1346824476022,-0.10918380320072174,0,20.122906264008545
43,1222.6303936000402,266,24.191262997946758,2.507326007326007,6633.254468084105,0,5083.0,327.6240744840644,-0.0859360322356224,0,20.81051108164665
44,2439.860441388258,343,27.86413361847395,3.0984555984555984,9036.57780973804,0,6166.300000000001,430.41736834978207,-0.4243258833885193,0,22.603694680272728
45,-117.41935754995728,287,29.136992829533337,3.716269841269841,8073.692481412341,0,7573.500000000001,617.6118389623,-0.07544209063053131,0,23.217234077552956
46,466.21770154610044,290,27.509323493140027,3.2297297297297294,7664.795605102644,0,6699.4000000000015,499.1779035565441,0.2433108240365982,0,22.874580595541644
47,3325.7498046048267,273,20.55654807302372,2.893687707641196,8875.271020531905,0,5121.799999999998,427.72121592707543,-0.28092172741889954,0,18.97835421007733
48,2236.322719909606,329,27.84481498116755,2.7012987012987013,7632.944682878529,0,5055.499999999998,341.1219629689217,-0.3302398920059204,0,26.16395393104264
49,-386.1429097635164,252,29.580306283907646,3.051785714285714,6976.7778764586055,0,6882.2,480.7207862221214,0.3640584349632263,0,21.01519680256024
50,2873.952978034219,310,25.962874397272845,2.588235294117647,7764.9821522008115,0,4619.8,271.2291741665925,-0.40649938583374023,0,24.57077776246211
51,3172.894060813363,314,23.964838333702055,2.7046332046332044,8265.911429163143,0,4779.500000000001,313.51736834978203,-0.19296392798423767,0,22.28591773658991
52,118.03078471298784,288,29.05258670678271,3.692640692640693,7259.928092776026,0,6667.699999999999,474.19730806303454,-0.4583996832370758,0,25.433172258463774
53,3044.7582222551528,318,27.307401937682066,2.751082251082251,8066.043745607851,0,4758.8,262.48552335269653,-0.2115955948829651,0,25.257742660063684
54,1862.072395389041,295,24.325052714988654,3.3003663003663006,8586.087576865246,0,6241.9,482.11518147620495,-0.4536488354206085,0,20.913121718913317
55,447.55888667697803,292,31.14138888534624,3.5022321428571423,7348.466206378573,0,6446.6,454.30731970159457,-0.31546229124069214,0,25.997381135821342
56,648.0923224973621,252,25.99012902475865,3.3724489795918364,8464.285186658126,0,7205.799999999999,610.3928641607636,-0.4859137237071991,0,19.774350846807163
57,2262.566734539875,305,24.813910885767225,3.1410256410256405,8796.17063636913,0,6025.5,508.10390182925534,-0.4752333164215088,0,20.541882681994675
58,2415.287542332327,333,24.73117183980571,3.1607142857142856,9031.01936622294,0,6125.100000000001,490.63182389061313,-0.10760226100683212,0,20.981855142861605
59,1937.2299081418432,270,27.84253590208217,2.9821428571428568,8903.602040332447,0,6490.000000000001,476.37213219060396,-0.41889113187789917,0,20.776213884353638
60,5250.747705327037,323,19.151846965557876,2.748214285714286,9746.6971064004,0,4142.9,353.0494010733637,-0.5512940287590027,0,20.13654413074255
61,3337.2079931056696,312,27.089986451744082,2.774891774891775,8334.594000415282,0,4699.099999999999,298.2860073096125,-0.1488741636276245,0,25.064229730403785
62,5544.516780637101,346,20.184144885726827,2.7757475083056478,10701.710074502813,0,4802.700000000001,354.4932938657175,-0.3253304064273834,0,19.066477240344813
63,1893.8080957920024,293,26.589058328341487,2.874517374517374,7685.431982549571,0,5421.799999999999,369.8238867575684,-0.35377246141433716,0,22.827723897188097
64,3517.5812245638,311,24.206387512988837,3.4410714285714286,10067.419566862201,0,6038.100000000001,511.73834229839946,-0.1992834359407425,0,19.959403562359512
65,2672.9202353931287,311,29.02617763170747,2.5990783410138243,7691.0277428212175,0,4736.9,281.20750742809065,-0.3811291754245758,0,27.595319716680436
66,2633.6475011789025,313,25.304932633351964,2.954887218045113,8619.997219589159,0,5552.900000000001,433.44971841025585,-0.31049787998199463,0,21.96156789205576
67,3762.789637498381,298,25.72944530241476,2.986062717770035,10023.110853425458,0,5816.700000000001,443.6212159270754,-0.45152172446250916,0,20.292026349684086
68,3446.571306822357,347,23.60311449107613,3.0077220077220077,9036.1575772169,0,5242.3,347.2862703945428,-0.3368530869483948,0,22.456868588924408
69,3803.3325437931244,339,25.475196399711553,3.2285714285714286,9657.375910415618,0,5451.2,402.8433666224932,-0.2642925977706909,0,24.519074827432632
70,3618.699512853508,348,26.850581303008592,2.6449579831932772,8639.136624153143,0,4779.3,241.13711129963718,-0.32428571581840515,0,25.351619054289426
71,2902.5373124359057,323,23.554949068482674,3.315873015873016,10214.333014047186,0,6699.599999999999,612.1957016112804,-0.37601733207702637,0,18.226250857114792
72,2307.7229928728048,336,26.402379589685438,3.2857142857142856,8836.141779947844,0,6086.799999999999,441.61878707504036,-0.1001998633146286,0,22.651138869491785
73,4145.941414608741,325,21.96872073084157,2.5,9117.47484495111,0,4660.500000000001,311.0334303423675,-0.4920938014984131,0,19.449353745525205
74,2573.4249826720124,328,24.70586028480543,3.3772893772893773,9217.024961565543,0,6149.499999999999,494.0999788935276,-0.29868727922439575,0,21.085082731949978
75,1553.0014048822359,293,23.51834922103238,3.1105442176870746,8248.011749760844,0,6173.9000000000015,521.1103448786074,-0.4248427450656891,0,19.420852897067864
76,2611.0040148045114,316,24.832247155889274,3.187969924812031,9070.37513686834,0,5984.399999999999,474.97112206382735,-0.5455063581466675,0,22.218453201808426
77,5151.011719618082,329,21.283076346749777,2.5,9926.86588193061,0,4468.1,307.75416231252694,-0.16947314143180847,0,20.284139077837875
78,2329.6197868135596,299,24.047560195674755,3.2857142857142856,9664.723500916318,0,6734.899999999998,600.2037141027588,-0.09034695476293564,0,17.446829263606798
79,1893.7797555918514,288,27.989755886303687,2.761224489795919,7457.241613058966,0,5224.6,338.86185746711374,-0.4179880917072296,0,24.373375236988068
80,2394.785272670304,292,22.924531373415007,3.4577922077922083,9691.461661036683,0,6709.800000000001,586.876388366379,-0.2530830502510071,0,18.201346959580075
81,2742.0050654011525,350,23.220942541190006,3.1893687707641196,9680.100767012436,0,6429.400000000001,508.6957016112802,-0.7495346069335938,0,18.757815716225046
82,2679.5092952059717,320,23.92903145790879,3.367857142857143,9338.210768183193,0,6142.8,515.9014729772202,-0.2498112916946411,0,20.896055970340967
83,8100.390009168226,293,18.760887839094337,2.3657142857142857,12795.336476326169,0,4334.7,360.2464671579403,-0.32959163188934326,0,15.320274111628532
84,2312.924491171634,312,25.478246385215755,3.2271062271062263,9172.214926480365,0,6376.900000000001,482.3904353087285,-0.3352115750312805,0,21.424213009767044
85,1956.5030931793217,292,23.425814005990766,3.4285714285714284,8489.588186827066,0,6014.6,518.4850936477425,-0.2598606050014496,0,22.189693337208347
86,4895.7685539449185,332,20.05327403955571,3.3857142857142857,12884.919820690831,0,7248.7,740.4512667459104,-0.5204649567604065,0,14.108480960130692
87,2172.729045640982,265,27.91373626727333,2.7272727272727266,7444.244248223659,0,4967.399999999998,304.11520258267734,-0.26041701436042786,0,25.21567650365107
88,1871.5175448486398,299,28.133100330707755,2.896103896103896,7453.517523742167,0,5275.200000000002,306.79997889352757,-0.2897261679172516,0,25.89414117011157
89,3494.7553576263076,318,24.112682707983147,3.25,9992.861425222665,0,5981.800000000001,516.3060675963598,-0.5301771759986877,0,20.029030678793788
90,1022.1723734777452,273,28.251339168125384,2.979323308270677,7675.160137955979,0,6206.600000000001,446.3877644782354,-0.5834851264953613,0,21.57201413065195
91,3933.5742118390403,340,23.197952467465665,2.948717948717949,9656.780709140354,0,5343.400000000001,379.806497301314,-0.34846287965774536,0,21.353017229300278
92,2202.131370921401,300,23.705468501566468,3.2365079365079366,9189.827502237635,0,6404.7,582.9961313162343,-0.6025610566139221,0,17.658750095301205
93,1670.3532671373441,317,31.374477449440814,2.8673469387755106,6978.179340768491,0,5025.7,282.12607363114546,-0.5320056080818176,0,31.386752724647522
94,4349.892652122671,320,23.567776774158904,2.8632653061224485,9201.906602600115,0,4523.800000000001,328.21395047744267,-0.35521844029426575,0,23.81122797727585
95,1915.4687844746904,326,23.93823618188975,3.082417582417582,8188.608808583279,0,5806.300000000001,466.8400241085883,0.013726063072681427,0,21.165367093605873
96,1349.6784663662706,342,26.79350621829049,3.3609022556390973,8599.887634498076,0,6728.2,522.009168131807,-0.09185836464166641,0,22.068154425605346
97,2253.646085640874,337,25.74076644736441,2.711904761904762,6836.218142473044,0,4323.7,258.87205683216973,-0.23284612596035004,0,28.346322094400723
98,1395.913287418625,307,29.5289591954945,2.944196428571429,7160.777407117751,0,5384.199999999998,380.6641196991251,-0.6395313739776611,0,26.23154849978164
99,4338.320780288993,352,26.812165882406774,2.5734126984126986,9503.469434320512,0,4894.9000000000015,270.24865403151733,-0.28921812772750854,0,22.894990376921164
100,3669.4073803537294,293,21.39168008853157,3.090592334494773,9446.52357195671,0,5281.6,495.5161916029818,-0.32503974437713623,0,20.02405047416687
101,516.7280224223266,259,25.26788690768009,3.254152823920266,8075.979831241253,0,6976.900000000001,582.3518088189262,-0.4056779742240906,0,19.07073729488793
102,131.9751259970413,287,27.54961626683307,3.5347490347490345,7807.9120495701845,0,7098.799999999999,577.1369235731411,0.28928494453430176,0,21.99567578128866
103,3076.74573218556,317,24.289165366572906,3.2087912087912085,9217.765024323991,0,5666.499999999999,474.51929213842874,-0.5093340873718262,0,21.59256202288163
104,3743.698463210147,331,26.883248661224425,2.916988416988416,10042.896276336573,0,5953.2,345.997813126423,-0.24837680160999298,0,22.58262807855735
105,832.6412829392989,278,30.067263161899632,2.7294372294372296,6187.932728374805,0,5041.200000000002,314.0914454355052,-0.10636820644140244,0,25.643062338684544
106,3404.69172887968,282,26.17723076345077,2.952380952380952,9578.534665797219,0,5756.200000000002,417.6429369175392,-0.41801247000694275,0,20.816529085620857
107,2518.164005209215,308,23.820399386839284,2.6040816326530614,7639.658717800192,0,4804.0,317.4947125909759,0.0797041729092598,0,24.36202499270439
108,3519.1923265427604,346,23.138042412229552,3.0365448504983386,9912.023908454914,0,5978.6,414.2315819121551,-0.059758786112070084,0,19.28044976190079
109,4397.715569991231,344,22.09329378587825,3.0150375939849625,10060.39431185121,0,5256.900000000001,405.77874185997973,-0.6767998337745667,0,22.078577379303937
110,4641.440726732442,344,23.953556498463367,2.971042471042471,9898.103164621378,0,4857.4,399.2624378889363,-0.44875118136405945,0,22.322986371613837
111,3754.8736903659296,318,25.432129222295064,3.2545787545787546,10169.090795630784,0,5929.000000000001,485.21710526485174,-0.3192986249923706,0,20.745810247384586
112,1816.4078715255037,301,28.739938744556827,2.6991341991341993,7393.663549028198,0,5267.8,309.455677502692,-0.14700430631637573,0,25.43588186755325
113,790.571164076218,292,28.494726191214813,3.5126050420168062,7874.413429310343,0,6590.700000000002,493.1422652341271,-0.310221791267395,0,24.8304442886044
114,-8.078858380418154,302,33.47703786630124,3.5500000000000003,6909.273455501896,0,6454.900000000001,462.4523138823147,0.42593491077423096,0,28.957679788271587
115,3762.238914670314,335,24.64762899995247,2.4653061224489794,8184.3634731112925,0,4204.7,217.42455844098038,-0.3873831331729889,0,24.212641447782516
116,1391.9406950881996,285,28.69285128603758,3.382142857142857,8734.73348389053,0,6795.500000000001,547.2927888023291,-0.2734387218952179,0,20.110591799020767
117,839.1633711947663,319,27.399200316421094,3.271428571428571,7634.506066133849,0,6342.000000000001,453.3426949390812,-0.4587372839450836,0,23.658953994512558
118,3082.729258236614,273,21.6638665578761,2.60989010989011,8110.556003551171,0,4664.900000000001,362.92674531455754,-0.562861979007721,0,20.63978218497374
119,2295.604308546268,282,26.07985574239185,3.075187969924812,8705.371846117734,0,5959.599999999999,450.1675375714643,0.11862935870885849,0,21.199580983896006
120,2201.976302249979,293,25.906939198872852,3.1544401544401546,8579.3296051526,0,5922.8,454.5533029026189,-0.38202574849128723,0,22.978938270259547
121,2403.94991063892,307,30.591649408715003,2.914285714285714,8523.050636574293,0,5763.999999999998,355.10072593537393,-0.019852502271533012,0,24.06312307715416
122,1936.5465120276904,290,28.442574201349625,2.7224489795918365,7583.511620747119,0,5326.800000000001,320.1651087194293,-0.6204512715339661,0,23.48302572965622
123,3588.199651185252,322,21.01324542563544,2.9880952380952377,9040.086405536711,0,5035.000000000001,416.8867543514587,0.0635330080986023,0,19.496032769481342
124,2605.6682414806974,292,23.395177752687257,3.1052631578947363,8274.254829212132,0,5236.799999999999,431.78658773143513,-0.303821325302124,0,21.463946147184622
125,5780.484227215532,342,21.926829259691267,2.7673992673992682,10532.666144969395,0,4401.9000000000015,350.28191775386114,-0.3635137379169464,0,21.27659649421007
126,4578.51581866347,318,22.117275781398146,2.6285714285714286,9448.764042990033,0,4495.099999999999,375.14822432656314,-0.41749924421310425,0,20.844772735610604
127,3225.2761159898123,310,23.758628038603433,3.4850498338870435,10191.596826853498,0,6385.4,580.920710863687,-0.5736929178237915,0,18.35006538172101
128,-2447.248836297686,256,37.67640656209204,3.7165898617511512,6249.513021169429,0,8171.0,525.7618574671138,0.5798916220664978,0,28.23543822573077
129,2855.9972796661104,298,21.343071608129655,2.7783882783882783,8297.044756950829,0,5085.3,355.7474772847169,-0.5742123126983643,0,20.614900791492218
130,5523.415045303578,360,21.81620786675837,2.755357142857143,10369.451388454896,0,4534.3,311.73634315131847,0.06672617048025131,0,21.031951807439327
131,781.4723552733625,267,28.718336754108805,3.208928571428571,8151.86279058209,0,6883.599999999999,486.7904353087283,-0.25405818223953247,0,20.705173894762993
132,4855.704841506363,317,22.25661251152973,2.781954887218045,9558.113262596326,0,4372.1,330.30842108996063,-0.307821661233902,0,21.59005160002332
133,3067.3469002520897,315,22.199505588554324,3.3652597402597393,9792.919441041176,0,6098.900000000001,626.6725407890857,-0.07804739475250244,0,18.580869785086676
134,4786.42865869927,334,21.976578679890945,2.5695488721804516,9347.7009575099,0,4282.3,278.97229881062776,-0.4278050363063812,0,21.688338459322328
135,3756.1053728518723,301,22.190038014200237,2.8494208494208495,8601.027260462359,0,4502.099999999999,342.8218876104875,-0.4025539755821228,0,22.43201889701792
136,3473.2100498735067,321,25.66728785411667,2.6540178571428577,8110.719239111787,0,4410.7,226.80918923827934,-0.42566758394241333,0,26.427340609952807
137,2096.7164336250653,356,23.28641086417562,3.7954545454545454,10303.62942822769,0,7516.4,690.5129946026279,-0.16642534732818604,0,18.622089062224735
138,2605.359290171847,250,25.218673110512455,2.5907335907335907,7727.70174313247,0,4819.3,303.04245296062317,-0.23520179092884064,0,22.2165152591628
139,1559.3012131854168,310,29.142072096752994,3.0476190476190474,7780.7909014523,0,5826.3,395.18968826688206,-0.40311679244041443,0,26.171740943735298
140,5812.645501918643,312,21.430679079044314,2.611111111111111,11080.74865670605,0,4892.400000000001,375.7031547874089,-0.49556612968444824,0,17.32325796286265
141,182.33979588904205,318,29.066357679607478,3.1155462184873945,6999.51577565694,0,6369.299999999999,447.87597976789743,0.13309678435325623,0,25.076204945935924
142,326.5591301804418,293,29.964066173674063,3.241596638655462,7090.783016938011,0,6312.8,451.4238867575684,-0.024838587269186974,0,24.68138742096284
143,3617.6320069069498,286,23.730327076701208,2.759581881533101,9070.278474064893,0,5070.200000000001,382.44646715794016,-0.3809102773666382,0,19.671347599203994
144,2703.137373168804,300,26.32194612668238,2.8281853281853278,8320.926556372298,0,5241.999999999999,375.7891832034938,-0.5570441484451294,0,22.59688292604846
145,4431.832865784853,338,24.34358547298835,2.478764478764479,9087.50660442721,0,4386.0,269.67373864235844,-0.5346680879592896,0,23.08445888193878
146,2099.5031084564234,310,27.806910977640317,3.193050193050193,8893.034690368579,0,6356.299999999999,437.23158191215515,-0.527739942073822,0,22.813066469656455
147,2295.232125329812,286,26.070460503207055,3.0939849624060147,8524.771402396555,0,5822.700000000001,406.83927706674194,-0.397320955991745,0,21.518503772585017
148,1410.3384215388726,297,26.234709071021495,3.1764705882352944,7480.742828431517,0,5652.1,418.30440689264356,-0.7271534204483032,0,24.38091920579181
149,-1140.438221247386,254,30.03816233270868,3.472527472527472,7088.789083382523,0,7646.900000000001,582.3273046299076,0.3987189829349518,0,21.115453514533165
150,3548.999203356223,316,27.698961918572866,2.41991341991342,8251.124024882132,0,4453.800000000001,248.3248215259108,-0.42013365030288696,0,26.15865501490506
