Episode,TotalReward,Throughput,AvgWaitTime,AvgQueueLength,ThroughputReward,EfficiencyReward,WaitPenalty,BalancePenalty,PolicyLoss,Entropy,AvgPhaseDuration
22,926.3402770925666,267,17.44135530042953,2.8158730158730156,0,0,0,0,0.0,0.0,13.422222222222222
23,972.684099641361,268,16.738307166719476,1.9568106312292362,0,0,0,0,0.0,0.0,14.232558139534884
24,1684.398690900552,293,16.198492646190562,2.7693452380952377,0,0,0,0,0.0,0.0,12.583333333333334
25,1886.074599500287,279,14.657082462788141,1.7674772036474165,0,0,0,0,0.0,0.0,12.914893617021276
26,2009.9482509825134,285,15.142857232116556,2.055194805194805,0,0,0,0,0.0,0.0,13.727272727272727
27,1605.3738998828414,276,15.394078732969515,1.8492063492063493,0,0,0,0,0.0,0.0,13.444444444444445
28,1294.850986920972,272,16.76605996199542,2.1006493506493507,0,0,0,0,0.0,0.0,14.022727272727273
29,1394.6390873141559,285,16.74083271846697,2.712732919254658,0,0,0,0,0.0,0.0,13.108695652173912
30,765.6947247211637,254,18.006479183875054,2.5996677740863787,0,0,0,0,0.0,0.0,14.232558139534884
31,714.2638051735015,259,17.279446993989406,2.346273291925466,0,0,0,0,0.0,0.0,13.326086956521738
32,1447.6620962198551,286,17.077896830071438,2.574534161490683,0,0,0,0,0.0,0.0,13.08695652173913
33,1100.0874316604675,255,15.180724893451973,2.2930029154518947,0,0,0,0,0.0,0.0,12.16326530612245
34,1322.0828728648137,267,16.49471751077591,2.5288753799392096,0,0,0,0,0.0,0.0,12.851063829787234
35,753.9256278610385,267,17.173016746460156,2.571428571428571,0,0,0,0,0.0,0.0,13.282608695652174
36,1217.688212064137,274,16.160179846611566,2.3169642857142856,0,0,0,0,0.0,0.0,12.541666666666666
37,1458.7447900607676,271,16.813789937605048,2.6547619047619047,0,0,0,0,0.0,0.0,12.520833333333334
38,1064.1443362353868,269,16.69420570764453,2.6413373860182374,0,0,0,0,0.0,0.0,12.787234042553191
39,1412.7194542215623,280,17.541072469352912,3.030158730158731,0,0,0,0,0.0,0.0,13.422222222222222
40,1783.2445800909666,270,15.466080564507292,1.9809523809523808,0,0,0,0,0.0,0.0,13.733333333333333
41,1408.103652949048,286,16.904202477291594,2.645962732919255,0,0,0,0,0.0,0.0,13.130434782608695
42,1562.7683484739403,283,15.925802721493756,2.3404255319148937,0,0,0,0,0.0,0.0,12.829787234042554
43,1640.3547297861307,258,14.131783815713257,1.9583333333333333,0,0,0,0,0.0,0.0,12.25
44,1639.9960425271274,273,15.815684796257504,2.0559006211180124,0,0,0,0,0.0,0.0,13.23913043478261
45,1185.4277477464107,268,16.567567316916954,2.063311688311688,0,0,0,0,0.0,0.0,14.159090909090908
46,1486.9327181261622,278,16.81793666063997,2.331168831168831,0,0,0,0,0.0,0.0,13.75
47,1238.0720371494701,268,16.133846949316776,2.0450310559006213,0,0,0,0,0.0,0.0,13.152173913043478
48,1483.677014500432,269,15.713865064332323,2.075987841945289,0,0,0,0,0.0,0.0,12.914893617021276
49,732.6672026335149,249,18.042171455810223,2.549206349206349,0,0,0,0,0.0,0.0,13.422222222222222
50,986.591394510918,268,16.95040475874379,2.1801948051948052,0,0,0,0,0.0,0.0,14.022727272727273
51,118.45393649361272,261,20.855951758741888,2.7125,0,0,0,0,0.0,0.0,15.775
52,1897.8494515670645,291,16.578632061096357,2.001623376623377,0,0,0,0,0.0,0.0,14.045454545454545
53,852.9364356689575,271,18.734100375184205,2.4125,0,0,0,0,0.0,0.0,15.725
54,1565.2465984129808,280,16.02083598903544,1.9793650793650797,0,0,0,0,0.0,0.0,13.755555555555556
55,-20.97982940340198,256,20.22224513067329,2.707317073170732,0,0,0,0,0.0,0.0,15.414634146341463
56,738.9317852972163,244,17.014240145899183,2.0698412698412696,0,0,0,0,0.0,0.0,13.71111111111111
57,752.1647627221747,267,17.73583019937875,2.4485049833887045,0,0,0,0,0.0,0.0,14.418604651162791
58,821.3482196022708,268,19.632216375363026,2.7363945578231297,0,0,0,0,0.0,0.0,14.80952380952381
59,331.05805866671153,255,17.905558528163663,2.8444444444444446,0,0,0,0,0.0,0.0,13.466666666666667
60,1137.8200063395102,263,17.55288151985263,2.073170731707317,0,0,0,0,0.0,0.0,15.0
61,672.5336022949035,271,19.470078197877026,2.6306620209059233,0,0,0,0,0.0,0.0,15.439024390243903
62,-97.37870254360928,263,19.407025636214236,2.430357142857143,0,0,0,0,0.0,0.0,15.95
63,1303.575449721837,290,18.22467334190566,2.379251700680272,0,0,0,0,0.0,0.0,14.880952380952381
64,271.0012174841582,273,21.353443830159183,2.6389961389961387,0,0,0,0,0.0,0.0,17.56756756756757
65,209.1086878676494,243,20.044467434177697,2.216117216117216,0,0,0,0,0.0,0.0,16.333333333333332
66,115.56393616973799,265,21.832178763890465,2.4812030075187965,0,0,0,0,0.0,0.0,16.789473684210527
67,512.9714882470475,261,17.72048582106241,2.352272727272727,0,0,0,0,0.0,0.0,13.954545454545455
68,909.2972954974797,259,17.501727979936593,2.2308970099667773,0,0,0,0,0.0,0.0,14.488372093023257
69,362.89864611578423,265,19.699868463872072,2.4059233449477353,0,0,0,0,0.0,0.0,15.487804878048781
70,459.8326725593851,274,17.845617869541698,2.824675324675325,0,0,0,0,0.0,0.0,14.068181818181818
71,1489.5935842472707,273,15.5088842363878,2.186011904761905,0,0,0,0,0.0,0.0,12.604166666666666
72,864.4052647588356,275,18.195433516275312,1.9268707482993195,0,0,0,0,0.0,0.0,14.880952380952381
73,1671.6823331800222,272,16.14407125979556,1.8554421768707483,0,0,0,0,0.0,0.0,15.023809523809524
74,198.12426425928822,257,19.729657734140705,2.7090592334494774,0,0,0,0,0.0,0.0,15.268292682926829
75,872.822544780123,267,17.516131099709334,2.4967532467532467,0,0,0,0,0.0,0.0,13.727272727272727
76,238.3943263867196,275,19.24959622829038,2.4710884353741496,0,0,0,0,0.0,0.0,14.928571428571429
77,1047.468186270662,277,17.669859796063054,2.196864111498258,0,0,0,0,0.0,0.0,15.24390243902439
78,996.4488359810866,268,18.348504949441427,2.6285714285714286,0,0,0,0,0.0,0.0,15.65
79,1357.3013851289654,282,17.304380469221147,2.3853820598006643,0,0,0,0,0.0,0.0,14.325581395348838
80,-694.9574795068854,234,20.42692206777982,2.471804511278196,0,0,0,0,0.0,0.0,16.36842105263158
81,952.3839538577535,270,19.34746170485497,2.3344947735191637,0,0,0,0,0.0,0.0,15.365853658536585
82,806.2715606696275,267,18.330513224562523,2.431893687707641,0,0,0,0,0.0,0.0,14.44186046511628
83,726.893703103036,265,16.913685663828154,2.653495440729483,0,0,0,0,0.0,0.0,13.0
84,691.9885152922719,266,18.567898935562923,2.598901098901098,0,0,0,0,0.0,0.0,15.974358974358974
85,316.61967467778663,251,20.461695615784,2.4680451127819554,0,0,0,0,0.0,0.0,16.92105263157895
86,-143.17513619274075,262,18.303816247435712,2.5880398671096345,0,0,0,0,0.0,0.0,14.348837209302326
87,1094.7405928839423,257,16.790804692938263,2.1306620209059233,0,0,0,0,0.0,0.0,14.878048780487806
88,-27.952962300321815,256,20.538231643567833,2.9146341463414633,0,0,0,0,0.0,0.0,15.0
89,1095.4451052289646,266,16.700420477233312,2.0265780730897007,0,0,0,0,0.0,0.0,14.046511627906977
90,461.1770181197495,276,21.126264093836348,2.5675675675675684,0,0,0,0,0.0,0.0,17.2972972972973
91,1428.4676220464532,281,17.716401111645546,2.632890365448505,0,0,0,0,0.0,0.0,14.55813953488372
92,-283.2199466121786,237,19.662576536226158,2.4892857142857143,0,0,0,0,0.0,0.0,15.9
93,458.5309306554319,269,19.16837700164579,2.6951219512195124,0,0,0,0,0.0,0.0,15.268292682926829
94,414.3816044083199,272,18.95382240228667,2.6976744186046506,0,0,0,0,0.0,0.0,14.325581395348838
95,1031.7382677938676,256,16.80013007565383,1.928571428571429,0,0,0,0,0.0,0.0,14.045454545454545
96,1230.882468735339,278,18.255584638166223,2.2035714285714283,0,0,0,0,0.0,0.0,15.9
97,1030.418531503258,272,18.81504110102818,2.4410714285714286,0,0,0,0,0.0,0.0,15.85
98,1822.3430540230543,285,15.44586143018158,2.1279761904761902,0,0,0,0,0.0,0.0,12.625
99,1040.3134357036963,289,18.18433665147513,2.833850931677018,0,0,0,0,0.0,0.0,13.347826086956522
100,554.5221388007228,271,19.214891599470917,2.6105442176870746,0,0,0,0,0.0,0.0,14.857142857142858
101,274.05466873677244,266,18.767172329704415,2.844155844155844,0,0,0,0,0.0,0.0,14.045454545454545
102,1173.341928269267,276,18.17534520132612,2.3265306122448983,0,0,0,0,0.0,0.0,14.952380952380953
103,1624.6806003352062,277,16.500706372842526,1.9318936877076411,0,0,0,0,0.0,0.0,14.534883720930232
104,958.5861631223106,269,18.1293015045225,2.401993355481727,0,0,0,0,0.0,0.0,14.372093023255815
105,926.1416073916573,274,17.543434446636596,2.5317460317460316,0,0,0,0,0.0,0.0,13.755555555555556
106,1245.0208994458444,279,16.8599020116732,2.697204968944099,0,0,0,0,0.0,0.0,12.782608695652174
107,1344.7416096113545,268,17.571648840526976,2.230519480519481,0,0,0,0,0.0,0.0,13.954545454545455
108,-9.114251755699001,252,20.08153992122628,2.467032967032967,0,0,0,0,0.0,0.0,15.820512820512821
109,930.7119016419816,269,19.495841201371363,2.2326007326007327,0,0,0,0,0.0,0.0,16.435897435897434
110,1585.1170099137948,280,17.518218212762843,2.2775974025974026,0,0,0,0,0.0,0.0,14.136363636363637
111,1133.6499907560546,268,18.045566267084457,2.5174603174603174,0,0,0,0,0.0,0.0,13.422222222222222
112,1596.4640104765915,294,17.673085320645388,2.400974025974026,0,0,0,0,0.0,0.0,14.159090909090908
113,537.4007382540073,269,17.40278825831371,2.331746031746032,0,0,0,0,0.0,0.0,13.733333333333333
114,1084.6085172826013,275,17.99559647060164,1.9392857142857145,0,0,0,0,0.0,0.0,15.775
115,671.1263254377908,289,20.97521671376236,2.6917293233082704,0,0,0,0,0.0,0.0,16.94736842105263
116,1463.7564460634112,293,18.116279973857328,2.382059800664452,0,0,0,0,0.0,0.0,14.44186046511628
117,177.38875204186155,259,20.866078149710894,2.7893772893772897,0,0,0,0,0.0,0.0,16.307692307692307
118,1720.1562152508047,293,16.34877145244674,2.2412698412698413,0,0,0,0,0.0,0.0,13.688888888888888
119,1327.4042346722786,274,17.41695497665973,2.566666666666667,0,0,0,0,0.0,0.0,13.733333333333333
120,929.2812276860793,267,17.848890894936346,1.9625,0,0,0,0,0.0,0.0,15.85
121,306.18841849602245,267,20.197377741927305,2.7160714285714285,0,0,0,0,0.0,0.0,15.625
122,1451.0745043322543,275,17.336433851018413,2.1219512195121952,0,0,0,0,0.0,0.0,15.21951219512195
123,1389.8200620759903,280,18.56327378739732,2.317857142857143,0,0,0,0,0.0,0.0,15.6
124,960.0924524133591,262,18.554058120554135,2.460714285714286,0,0,0,0,0.0,0.0,15.95
125,344.3509271243777,253,19.072490690416064,2.582142857142857,0,0,0,0,0.0,0.0,15.475
126,434.0443294979115,242,18.151668029821654,2.491694352159468,0,0,0,0,0.0,0.0,14.023255813953488
127,-340.7299848824326,255,20.255020878416627,2.6704545454545454,0,0,0,0,0.0,0.0,14.113636363636363
128,663.0125298303271,259,18.496830809487264,2.4169435215946846,0,0,0,0,0.0,0.0,14.279069767441861
129,-259.0273792960673,272,19.619597158219538,3.0081168831168825,0,0,0,0,0.0,0.0,13.931818181818182
130,1683.023228740271,280,17.13650146449757,2.0204081632653064,0,0,0,0,0.0,0.0,14.642857142857142
131,218.96783785332016,256,19.761576736929005,2.558608058608059,0,0,0,0,0.0,0.0,15.948717948717949
132,1002.0294317736171,270,18.57569533473082,2.360544217687075,0,0,0,0,0.0,0.0,14.738095238095237
133,-876.7930908362202,259,21.285184212001006,3.3792517006802725,0,0,0,0,0.0,0.0,14.69047619047619
134,724.1626140457968,250,18.926342014886284,2.2642857142857147,0,0,0,0,0.0,0.0,15.35
135,640.4057665631493,258,17.919839410360723,2.6054421768707483,0,0,0,0,0.0,0.0,14.761904761904763
136,-56.99530560308291,247,20.007855301379504,2.505357142857143,0,0,0,0,0.0,0.0,15.6
137,726.9286364410243,270,17.25306280021653,2.504464285714286,0,0,0,0,0.0,0.0,12.604166666666666
138,1150.9051490260906,257,17.304601020895827,2.040293040293041,0,0,0,0,0.0,0.0,15.820512820512821
139,1060.3944579621811,262,17.363893913704906,2.3521594684385385,0,0,0,0,0.0,0.0,14.279069767441861
140,-335.8984586261097,258,21.191961662589556,2.56949806949807,0,0,0,0,0.0,0.0,16.83783783783784
141,940.9213049455353,263,18.702054371253194,2.5331010452961675,0,0,0,0,0.0,0.0,14.878048780487806
142,544.5287398847785,278,17.10798436073035,3.25,0,0,0,0,0.0,0.0,11.96
143,1145.1610895004433,294,19.32280858927167,3.022108843537415,0,0,0,0,0.0,0.0,14.976190476190476
144,1051.827134004743,268,17.611115025444796,2.1221804511278197,0,0,0,0,0.0,0.0,16.42105263157895
145,1292.8374027615228,277,18.25262555493006,2.18815331010453,0,0,0,0,0.0,0.0,15.317073170731707
146,886.867828144956,266,17.85688670562453,1.9542124542124544,0,0,0,0,0.0,0.0,16.153846153846153
147,1766.5937766494776,288,16.53609403055085,2.0634920634920633,0,0,0,0,0.0,0.0,13.688888888888888
148,1149.068847731411,293,19.116374611668704,2.3681318681318677,0,0,0,0,0.0,0.0,16.358974358974358
149,796.8386601694059,277,18.55411884595292,2.8289036544850497,0,0,0,0,0.0,0.0,14.162790697674419
